seed,fold,row_id,p_ref,p_focal,y,delta_p,boundary_distance,p_true_class,difficulty,moved_toward_truth
42,1,94,1.4786550474819202e-07,0.005552260996995684,0,0.005552113131490935,0.49999985213449527,0.9999998521344953,easy,False
42,1,100,9.386642240769784e-08,0.004627596701296565,0,0.004627502834874158,0.4999999061335776,0.9999999061335776,easy,False
42,1,102,4.1880692849476846e-07,0.005023470266150591,0,0.005023051459222096,0.49999958119307153,0.9999995811930715,easy,False
42,1,118,0.11112093224737672,0.46198030699642606,0,0.3508593747490493,0.38887906775262326,0.8888790677526233,easy,False
42,1,119,5.78288479783952e-07,0.00833293920545466,0,0.008332360916974875,0.49999942171152023,0.9999994217115202,easy,False
42,1,124,1.260056075489092e-07,0.0036577106312653002,0,0.0036575846256577515,0.49999987399439244,0.9999998739943925,easy,False
42,1,127,2.4278073294982396e-07,0.006899661487322897,0,0.006899418706589947,0.49999975721926704,0.999999757219267,easy,False
42,1,128,3.642982666273079e-07,0.009167509871825486,0,0.009167145573558858,0.4999996357017334,0.9999996357017333,easy,False
42,1,131,1.0257887457812202e-07,0.00437236341277729,0,0.004372260833902713,0.49999989742112544,0.9999998974211254,easy,False
42,1,133,9.320080597235579e-07,0.013565086161717603,0,0.01356415415365788,0.49999906799194027,0.9999990679919403,easy,False
42,1,145,1.1157233299571782e-07,0.004233772476643955,0,0.004233660904310959,0.499999888427667,0.999999888427667,easy,False
42,1,150,1.1135765959877354e-07,0.005185602530540022,0,0.005185491172880423,0.4999998886423404,0.9999998886423404,easy,False
42,1,152,4.019536709354882e-07,0.005833187156125775,0,0.005832785202454839,0.49999959804632904,0.9999995980463291,easy,False
42,1,153,1.7330828034154302e-07,0.003940991752537503,0,0.003940818444257162,0.49999982669171966,0.9999998266917196,easy,False
42,1,155,4.350091013471148e-07,0.00902077632988789,0,0.009020341320786544,0.49999956499089865,0.9999995649908987,easy,False
42,1,159,2.5757469443784735e-07,0.0068106404426401404,0,0.0068103828679457025,0.49999974242530554,0.9999997424253055,easy,False
42,1,165,2.0693166855899688e-07,0.007401539812663484,0,0.007401332880994925,0.4999997930683314,0.9999997930683314,easy,False
42,1,166,1.2658629260408324e-07,0.004199821001032211,0,0.004199694414739607,0.4999998734137074,0.9999998734137074,easy,False
42,1,167,2.3985218501072614e-07,0.006079988258513023,0,0.006079748406328012,0.499999760147815,0.999999760147815,easy,False
42,1,175,4.0691658475276743e-07,0.007413665637086339,0,0.007413258720501586,0.49999959308341524,0.9999995930834152,easy,False
42,1,180,8.751859951562176e-08,0.0035930317619135925,0,0.003592944243314077,0.49999991248140047,0.9999999124814005,easy,False
42,1,183,1.0062614897987143e-07,0.005083660852667902,0,0.005083560226518922,0.49999989937385103,0.999999899373851,easy,False
42,1,213,4.2193477604062945e-07,0.012045210088967952,0,0.012044788154191912,0.49999957806522394,0.999999578065224,easy,False
42,1,214,1.031153972534481e-07,0.006505425260290807,0,0.006505322144893553,0.4999998968846027,0.9999998968846028,easy,False
42,1,219,4.517614613124186e-06,0.022795562889802317,0,0.022791045275189194,0.4999954823853869,0.9999954823853868,easy,False
42,1,220,1.7515501614023509e-06,0.011251808866444954,0,0.011250057316283552,0.4999982484498386,0.9999982484498386,easy,False
42,1,221,1.6222795995110198e-07,0.00630992973375616,0,0.006309767505796209,0.49999983777204005,0.99999983777204,easy,False
42,1,228,3.2342096755498145e-06,0.025785376571669877,0,0.025782142361994328,0.4999967657903244,0.9999967657903245,easy,False
42,1,229,1.507271406876942e-07,0.007041500197696569,0,0.007041349470555881,0.4999998492728593,0.9999998492728593,easy,False
42,1,230,0.0003103893510063424,0.08555723331751043,0,0.08524684396650409,0.49968961064899364,0.9996896106489936,easy,False
42,1,231,3.568994228089264e-07,0.00595303958955763,0,0.005952682690134822,0.4999996431005772,0.9999996431005772,easy,False
42,1,232,2.2283928825969486e-07,0.005935813151147745,0,0.005935590311859485,0.49999977716071176,0.9999997771607118,easy,False
42,1,236,2.3658396273460893e-07,0.006276896525906055,0,0.006276659941943321,0.49999976341603725,0.9999997634160372,easy,False
42,1,237,4.271199677961762e-06,0.01742925263276284,0,0.01742498143308488,0.49999572880032206,0.9999957288003221,easy,False
42,1,250,0.06293668967352326,0.37056310291913724,0,0.307626413245614,0.4370633103264767,0.9370633103264767,easy,False
42,1,256,1.1493599743872804e-07,0.006444151514534046,0,0.006444036578536607,0.49999988506400256,0.9999998850640026,easy,False
42,1,257,1.2722296369128085e-07,0.006189466445204622,0,0.006189339222240931,0.49999987277703634,0.9999998727770363,easy,False
42,1,258,1.6390844220657885e-07,0.00507378348711376,0,0.005073619578671553,0.4999998360915578,0.9999998360915578,easy,False
42,1,267,1.2927107134337687e-07,0.004618155746388759,0,0.0046180264753174155,0.49999987072892865,0.9999998707289287,easy,False
42,1,272,0.9999965283402655,0.9879590923657136,1,-0.01203743597455198,0.49999652834026553,0.9999965283402655,easy,False
42,1,273,1.9985140862933333e-05,0.015863684286545048,0,0.015843699145682115,0.49998001485913707,0.999980014859137,easy,False
42,1,276,8.259849166921968e-08,0.0041560786415424,0,0.00415599604305073,0.49999991740150834,0.9999999174015083,easy,False
42,1,278,5.788085442990424e-07,0.009801976909774374,0,0.009801398101230076,0.4999994211914557,0.9999994211914557,easy,False
42,1,285,0.9752781427255435,0.9285890558294201,1,-0.04668908689612339,0.4752781427255435,0.9752781427255435,easy,False
42,1,287,1.4443667652001485e-06,0.006794263973789679,0,0.006792819607024479,0.4999985556332348,0.9999985556332348,easy,False
42,1,296,1.2850728317060514e-07,0.004341097504496121,0,0.00434096899721295,0.49999987149271685,0.9999998714927169,easy,False
42,1,299,0.9999969121279523,0.9901986019017887,1,-0.00979831022616362,0.4999969121279523,0.9999969121279523,easy,False
42,1,300,3.627227495437227e-07,0.007057664427203651,0,0.007057301704454107,0.49999963727725044,0.9999996372772505,easy,False
42,1,305,9.916168306163573e-08,0.005893494796114351,0,0.005893395634431289,0.4999999008383169,0.9999999008383169,easy,False
42,1,307,3.6322771972245276e-07,0.007098539691163451,0,0.007098176463443729,0.49999963677228026,0.9999996367722803,easy,False
42,1,308,1.3566971075016933e-07,0.004635308498418272,0,0.004635172828707522,0.49999986433028926,0.9999998643302892,easy,False
42,1,311,1.4110796398410803e-06,0.01589285741626044,0,0.0158914463366206,0.49999858892036014,0.9999985889203602,easy,False
42,1,312,0.9999960818656227,0.9865922665645146,1,-0.013403815301108124,0.4999960818656227,0.9999960818656227,easy,False
42,1,318,1.6628168820361262e-07,0.007040749368503891,0,0.007040583086815688,0.4999998337183118,0.9999998337183118,easy,False
42,1,335,7.103598216061748e-07,0.009610338219242346,0,0.00960962785942074,0.49999928964017837,0.9999992896401784,easy,False
42,1,340,6.625281464960142e-07,0.00948749482772572,0,0.009486832299579225,0.4999993374718535,0.9999993374718535,easy,False
42,1,344,3.3299299953156563e-07,0.007978563019103258,0,0.007978230026103726,0.4999996670070005,0.9999996670070005,easy,False
42,1,353,1.298559177055616e-07,0.004897896384743757,0,0.004897766528826052,0.4999998701440823,0.9999998701440823,easy,False
42,1,364,2.031672249215057e-07,0.0064686127967469595,0,0.006468409629522038,0.49999979683277507,0.9999997968327751,easy,False
42,1,365,8.326826028700676e-07,0.00940925307109704,0,0.009408420388494172,0.49999916731739713,0.9999991673173971,easy,False
42,1,368,1.2902830677464772e-07,0.005145006269716345,0,0.00514487724140957,0.49999987097169324,0.9999998709716932,easy,False
42,1,373,1.0758108423571837e-06,0.009969699864884815,0,0.009968624054042459,0.49999892418915765,0.9999989241891576,easy,False
42,1,376,1.504961039848457e-07,0.006366376247865551,0,0.006366225751761566,0.49999984950389603,0.999999849503896,easy,False
42,1,386,5.869770399473531e-07,0.009310560587500594,0,0.009309973610460646,0.49999941302296,0.99999941302296,easy,False
42,1,393,9.972200325577184e-08,0.003886555802497772,0,0.0038864560804945164,0.49999990027799673,0.9999999002779968,easy,False
42,1,399,1.1208130542300513e-07,0.004984667822728651,0,0.004984555741423227,0.4999998879186946,0.9999998879186945,easy,False
42,1,403,1.0208955611094678e-07,0.0038126885253893317,0,0.003812586435833221,0.4999998979104439,0.9999998979104439,easy,False
42,1,414,2.5230910024692284e-07,0.007516961906881009,0,0.007516709597780761,0.4999997476908998,0.9999997476908997,easy,False
42,1,426,5.552472502094355e-07,0.009939748077060183,0,0.009939192829809974,0.49999944475274977,0.9999994447527498,easy,False
42,1,430,4.873469987782812e-07,0.009687583145014937,0,0.009687095798016158,0.49999951265300124,0.9999995126530012,easy,False
42,1,434,8.096868408518422e-08,0.0035299274473214928,0,0.0035298464786374076,0.4999999190313159,0.9999999190313159,easy,False
42,1,435,2.4517780042195605e-06,0.014148501596960137,0,0.014146049818955918,0.49999754822199577,0.9999975482219958,easy,False
42,1,438,1.6563100357107807e-06,0.009932315851439987,0,0.009930659541404275,0.49999834368996426,0.9999983436899643,easy,False
42,1,444,3.1087596159165236e-07,0.00755794389696082,0,0.007557633020999229,0.4999996891240384,0.9999996891240384,easy,False
42,1,448,0.9999989271978713,0.9956387427973291,1,-0.0043601844005422,0.4999989271978713,0.9999989271978713,easy,False
42,1,449,1.4681177934180344e-07,0.006496279873513176,0,0.006496133061733834,0.49999985318822066,0.9999998531882207,easy,False
42,1,452,8.968192034348591e-08,0.004038696086497121,0,0.004038606404576778,0.49999991031807967,0.9999999103180797,easy,False
42,1,457,3.4606414398266347e-07,0.009523296019048777,0,0.009522949954904795,0.499999653935856,0.999999653935856,easy,False
42,1,476,4.2117779518809834e-07,0.005833187156125775,0,0.005832765978330587,0.4999995788222048,0.9999995788222048,easy,False
42,1,496,1.192360982566994e-05,0.02275377757870046,0,0.02274185396887479,0.49998807639017434,0.9999880763901743,easy,False
42,1,501,4.07142501575695e-07,0.008173025432171124,0,0.008172618289669548,0.4999995928574984,0.9999995928574984,easy,False
42,1,502,1.0477499839876594e-07,0.004338953887864495,0,0.004338849112866096,0.4999998952250016,0.9999998952250017,easy,False
42,1,504,0.9999977153743139,0.9912552958305111,1,-0.008742419543802837,0.4999977153743139,0.9999977153743139,easy,False
42,1,506,2.2665436326730457e-07,0.005542909927422321,0,0.005542683273059053,0.4999997733456367,0.9999997733456367,easy,False
42,1,508,6.809887223241239e-07,0.009298147704616467,0,0.009297466715894143,0.4999993190112777,0.9999993190112777,easy,False
42,1,517,3.642937279228348e-07,0.00916760328979395,0,0.009167238996066028,0.4999996357062721,0.999999635706272,easy,False
42,1,519,6.714428165804349e-07,0.00820609104544256,0,0.008205419602625979,0.49999932855718343,0.9999993285571834,easy,False
42,1,521,3.633299448691797e-07,0.006397106405936567,0,0.006396743075991698,0.49999963667005515,0.9999996366700551,easy,False
42,1,527,1.4784878246174656e-07,0.006365226222017802,0,0.00636507837323534,0.49999985215121756,0.9999998521512176,easy,False
42,1,528,0.0004591134466912816,0.13789352716552475,0,0.13743441371883347,0.4995408865533087,0.9995408865533087,easy,False
42,1,546,1.7005692475243352e-07,0.006063596346043219,0,0.006063426289118467,0.49999982994307524,0.9999998299430752,easy,False
42,1,547,1.5056221716624775e-07,0.005734894621666428,0,0.005734744059449262,0.4999998494377828,0.9999998494377829,easy,False
42,1,566,2.454052784775257e-05,0.037278570011236474,0,0.03725402948338872,0.4999754594721523,0.9999754594721523,easy,False
42,1,575,0.9999983389212314,0.9937803247688483,1,-0.0062180141523831,0.49999833892123136,0.9999983389212314,easy,False
42,1,577,1.6149247846526275e-07,0.005043251065203998,0,0.0050430895727255325,0.49999983850752155,0.9999998385075215,easy,False
42,1,584,3.0353803911621976e-07,0.005553120145619633,0,0.005552816607580517,0.4999996964619609,0.9999996964619609,easy,False
42,1,599,1.4011684498968267e-07,0.00514230824648358,0,0.005142168129638591,0.499999859883155,0.999999859883155,easy,False
42,1,603,0.9999683863138684,0.9631283393080363,1,-0.0368400470058321,0.4999683863138684,0.9999683863138684,easy,False
42,1,626,1.554445957020322e-06,0.010750184583156094,0,0.010748630137199074,0.499998445554043,0.9999984455540429,easy,False
42,1,631,2.1485380511902256e-07,0.007285968209579982,0,0.007285753355774863,0.49999978514619486,0.9999997851461949,easy,False
42,1,637,1.796340309390473e-07,0.005537845176842266,0,0.005537665542811327,0.49999982036596907,0.999999820365969,easy,False
42,1,643,0.9999980174379818,0.9930009129916257,1,-0.0069971044463560395,0.4999980174379818,0.9999980174379818,easy,False
42,1,652,0.002148115753244894,0.16513162667248457,0,0.16298351091923968,0.4978518842467551,0.9978518842467551,easy,False
42,1,655,1.2128804925999992e-05,0.027399285477978527,0,0.027387156673052526,0.499987871195074,0.999987871195074,easy,False
42,1,657,0.9999908379861315,0.977557706470639,1,-0.022433131515492533,0.49999083798613153,0.9999908379861315,easy,False
42,1,660,3.211235433444749e-07,0.007624128949971688,0,0.007623807826428344,0.49999967887645663,0.9999996788764567,easy,False
42,1,661,2.5836523987723146e-07,0.0063107231510734696,0,0.006310464785833593,0.49999974163476013,0.9999997416347601,easy,False
42,1,663,1.5775539756841182e-07,0.006603859800186518,0,0.00660370204478895,0.4999998422446024,0.9999998422446025,easy,False
42,1,664,1.4516472584435034e-07,0.006468862861540956,0,0.006468717696815112,0.49999985483527415,0.9999998548352742,easy,False
42,1,670,0.9875056787648159,0.8013576211651816,1,-0.18614805759963426,0.4875056787648159,0.9875056787648159,easy,False
42,1,676,2.715419828496882e-06,0.017949853608539384,0,0.01794713818871089,0.4999972845801715,0.9999972845801715,easy,False
42,1,677,6.272250110650045e-06,0.02736327305859978,0,0.027357000808489133,0.49999372774988937,0.9999937277498894,easy,False
42,1,680,2.4618067055429613e-07,0.00599754001906314,0,0.005997293838392585,0.49999975381932943,0.9999997538193295,easy,False
42,1,684,2.730419702655469e-07,0.0072297208543131595,0,0.007229447812342894,0.49999972695802974,0.9999997269580297,easy,False
42,1,685,1.001678130443725e-07,0.004162337359772749,0,0.004162237191959705,0.49999989983218696,0.999999899832187,easy,False
42,1,687,2.102468261027207e-07,0.0067065925339021065,0,0.006706382287076004,0.4999997897531739,0.9999997897531739,easy,False
42,1,693,9.692764907630648e-08,0.004046850103096657,0,0.004046753175447581,0.4999999030723509,0.9999999030723509,easy,False
42,1,698,0.9999890503250682,0.9772020783389302,1,-0.022786971986137994,0.49998905032506824,0.9999890503250682,easy,False
42,1,708,4.442801384665003e-07,0.005302906012189521,0,0.005302461732051054,0.49999955571986154,0.9999995557198615,easy,False
42,1,712,2.1776186800188072e-06,0.020422758776175425,0,0.020420581157495406,0.49999782238131996,0.99999782238132,easy,False
42,1,716,1.6397916389150419e-07,0.007275617760913845,0,0.007275453781749953,0.4999998360208361,0.9999998360208361,easy,False
42,1,718,3.8400908517135436e-05,0.03326475466865407,0,0.03322635376013693,0.49996159909148286,0.9999615990914829,easy,False
42,1,723,1.1828997705974676e-07,0.004537206715999346,0,0.004537088426022286,0.49999988171002296,0.999999881710023,easy,False
42,1,728,0.012061799057343068,0.31413869040109615,0,0.3020768913437531,0.48793820094265694,0.9879382009426569,easy,False
42,1,746,2.1710622924677137e-07,0.006331430663206559,0,0.006331213556977312,0.49999978289377073,0.9999997828937708,easy,False
42,1,751,6.625719914607968e-07,0.00948749482772572,0,0.009486832255734259,0.49999933742800856,0.9999993374280085,easy,False
42,1,752,0.999185146318105,0.9747545753768614,1,-0.024430570941243568,0.49918514631810496,0.999185146318105,easy,False
42,1,761,0.9999977626036203,0.9908200127288239,1,-0.00917774987479636,0.4999977626036203,0.9999977626036203,easy,False
42,1,765,8.160786023255744e-08,0.003139030300479555,0,0.0031389486926193225,0.49999991839213975,0.9999999183921398,easy,False
42,1,767,7.773191776720131e-08,0.003752184744709726,0,0.003752107012791959,0.4999999222680822,0.9999999222680822,easy,False
42,1,769,1.1159855688760974e-07,0.005683921758303902,0,0.005683810159747014,0.4999998884014431,0.9999998884014432,easy,False
42,1,774,1.5163907091676048e-07,0.006140924601270594,0,0.006140772962199677,0.4999998483609291,0.999999848360929,easy,False
42,1,776,1.839111404426973e-07,0.006157666765177411,0,0.0061574828540369685,0.49999981608885957,0.9999998160888596,easy,False
42,1,778,2.4263492893420845e-07,0.006764701302078619,0,0.0067644586671496846,0.4999997573650711,0.9999997573650711,easy,False
42,1,779,6.109087646383336e-07,0.010375253518698176,0,0.010374642609933538,0.49999938909123537,0.9999993890912353,easy,False
42,1,782,1.4393786058581682e-07,0.006311318206221706,0,0.006311174268361121,0.4999998560621394,0.9999998560621394,easy,False
42,2,14,2.337705691483168e-06,0.012353245340543478,0,0.012350907634851995,0.49999766229430853,0.9999976622943085,easy,False
42,2,16,1.4933380644824982e-05,0.021644979174401266,0,0.02163004579375644,0.49998506661935516,0.9999850666193552,easy,False
42,2,17,4.4349879802931216e-07,0.009937882141888182,0,0.009937438643090152,0.499999556501202,0.999999556501202,easy,False
42,2,21,1.2759355603295628e-07,0.005305227170771576,0,0.0053050995772155425,0.49999987240644395,0.999999872406444,easy,False
42,2,23,0.021249824559168573,0.2769676080745339,1,0.25571778351536534,0.4787501754408314,0.021249824559168573,very hard,True
42,2,25,7.414809752858383e-08,0.005807199362906964,0,0.005807125214809436,0.49999992585190245,0.9999999258519024,easy,False
42,2,27,1.6070011518914915e-07,0.009216159409157572,0,0.009215998709042383,0.4999998392998848,0.9999998392998848,easy,False
42,2,44,8.846341424151164e-08,0.006646573111514222,0,0.00664648464809998,0.49999991153658574,0.9999999115365857,easy,False
42,2,45,4.378380999240502e-07,0.011275632376179548,0,0.011275194538079625,0.49999956216190006,0.9999995621619001,easy,False
42,2,49,1.5342798829724123e-05,0.029581304223108194,0,0.02956596142427847,0.4999846572011703,0.9999846572011702,easy,False
42,2,52,1.1439289982940179e-07,0.005005658689758918,0,0.005005544296859088,0.4999998856071002,0.9999998856071002,easy,False
42,2,58,4.456207381894338e-06,0.016305272457364774,0,0.01630081624998288,0.4999955437926181,0.9999955437926181,easy,False
42,2,65,1.6633836669035583e-07,0.006327117050729334,0,0.006326950712362644,0.4999998336616333,0.9999998336616334,easy,False
42,2,80,1.8246227874780432e-07,0.005515454273685102,0,0.005515271811406354,0.49999981753772127,0.9999998175377213,easy,False
42,2,96,1.0674286461482618e-07,0.005005658689758918,0,0.005005551946894303,0.4999998932571354,0.9999998932571353,easy,False
42,2,103,5.694131940794181e-07,0.010110629143365373,0,0.010110059730171293,0.4999994305868059,0.999999430586806,easy,False
42,2,110,1.5864218898153177e-07,0.01054935580067041,0,0.010549197158481429,0.499999841357811,0.9999998413578111,easy,False
42,2,120,1.5172569144816505e-06,0.019130898975329318,0,0.019129381718414835,0.4999984827430855,0.9999984827430856,easy,False
42,2,126,1.219037252049223e-07,0.0058528832464411805,0,0.005852761342715976,0.4999998780962748,0.9999998780962748,easy,False
42,2,130,3.230841052666184e-07,0.011545097206940438,0,0.011544774122835172,0.49999967691589475,0.9999996769158948,easy,False
42,2,132,2.0180181568390458e-07,0.010476790215796656,0,0.010476588413980973,0.4999997981981843,0.9999997981981843,easy,False
42,2,140,8.176126232399529e-08,0.0035844818118798733,0,0.0035844000506175494,0.4999999182387377,0.9999999182387377,easy,False
42,2,141,1.8057101468445152e-07,0.006893573882403867,0,0.006893393311389183,0.4999998194289853,0.9999998194289853,easy,False
42,2,143,2.105614567439743e-07,0.010821689105120722,0,0.010821478543663977,0.49999978943854323,0.9999997894385433,easy,False
42,2,146,8.023633118102096e-08,0.005223366949204463,0,0.005223286712873283,0.4999999197636688,0.9999999197636689,easy,False
42,2,148,1.1512164866698243e-07,0.005123502090449924,0,0.005123386968801257,0.49999988487835134,0.9999998848783513,easy,False
42,2,154,9.739189319552211e-07,0.014483732154871268,0,0.014482758235939313,0.49999902608106805,0.999999026081068,easy,False
42,2,156,7.179939733373308e-08,0.004345559323802023,0,0.004345487524404689,0.4999999282006027,0.9999999282006027,easy,False
42,2,160,1.9604630643656804e-07,0.011167484501391373,0,0.011167288455084936,0.4999998039536936,0.9999998039536936,easy,False
42,2,161,3.1092760189371126e-07,0.017284456291955876,0,0.017284145364353982,0.4999996890723981,0.9999996890723981,easy,False
42,2,172,3.6011436286694225e-07,0.006084903087936254,0,0.006084542973573387,0.4999996398856371,0.9999996398856371,easy,False
42,2,174,1.3197751917408763e-07,0.006555801169286013,0,0.0065556691917668395,0.4999998680224808,0.9999998680224809,easy,False
42,2,179,3.657819283874205e-07,0.009544366997261721,0,0.009544001215333334,0.4999996342180716,0.9999996342180716,easy,False
42,2,184,3.604494681633361e-07,0.00880125851618613,0,0.008800898066717966,0.49999963955053184,0.9999996395505318,easy,False
42,2,185,0.9999990096986827,0.9937422844893323,1,-0.006256725209350389,0.4999990096986827,0.9999990096986827,easy,False
42,2,187,1.3245255935114544e-07,0.006852960047370532,0,0.006852827594811181,0.49999986754744064,0.9999998675474406,easy,False
42,2,190,1.9938601201579617e-06,0.00965615000735128,0,0.009654156147231122,0.4999980061398798,0.9999980061398799,easy,False
42,2,194,1.2522631558957222e-07,0.005467378447630112,0,0.005467253221314522,0.4999998747736844,0.9999998747736845,easy,False
42,2,197,2.8196218221865117e-07,0.015053764407603386,0,0.015053482445421167,0.4999997180378178,0.9999997180378177,easy,False
42,2,198,1.9571241078072188e-06,0.015173145864613736,0,0.015171188740505928,0.49999804287589217,0.9999980428758922,easy,False
42,2,204,3.903084602458935e-07,0.016787382203840462,0,0.016786991895380216,0.4999996096915398,0.9999996096915398,easy,False
42,2,218,9.813977585355506e-08,0.005946118889539458,0,0.005946020749763604,0.49999990186022414,0.9999999018602241,easy,False
42,2,227,6.775809020537846e-08,0.003975744787804269,0,0.003975677029714063,0.4999999322419098,0.9999999322419098,easy,False
42,2,233,2.1808616459494145e-06,0.019406699810476935,0,0.019404518948830985,0.49999781913835406,0.9999978191383541,easy,False
42,2,240,5.902689125144646e-06,0.02047704809246775,0,0.020471145403342605,0.49999409731087485,0.9999940973108749,easy,False
42,2,241,1.1063809482690004e-07,0.0072879068726736055,0,0.007287796234578778,0.49999988936190515,0.9999998893619052,easy,False
42,2,247,1.1527509384829138e-07,0.006715439099178691,0,0.006715323824084843,0.49999988472490614,0.9999998847249062,easy,False
42,2,251,3.997714154698959e-07,0.01253036240724881,0,0.012529962635833341,0.49999960022858453,0.9999996002285846,easy,False
42,2,266,3.191807913567332e-06,0.01672801811327253,0,0.016724826305358962,0.4999968081920864,0.9999968081920865,easy,False
42,2,268,0.9464018167661112,0.7750869045658028,1,-0.17131491220030848,0.44640181676611124,0.9464018167661112,easy,False
42,2,270,0.9999990442745975,0.9927775447159727,1,-0.007221499558624833,0.4999990442745975,0.9999990442745975,easy,False
42,2,277,1.0545312971340082e-07,0.005877764805859207,0,0.0058776593527294935,0.49999989454687027,0.9999998945468703,easy,False
42,2,279,1.2228551958920937e-07,0.007724069887006142,0,0.007723947601486553,0.4999998777144804,0.9999998777144804,easy,False
42,2,284,8.90978998549314e-08,0.004001382512449906,0,0.004001293414550051,0.49999991090210016,0.9999999109021002,easy,False
42,2,292,1.9460090497816914e-07,0.0065527650214866244,0,0.0065525704205816465,0.499999805399095,0.999999805399095,easy,False
42,2,295,2.403528107306754e-06,0.022493834059638614,0,0.02249143053153131,0.4999975964718927,0.9999975964718927,easy,False
42,2,298,4.378380999240502e-07,0.011275632376179548,0,0.011275194538079625,0.49999956216190006,0.9999995621619001,easy,False
42,2,302,1.0890807321576532e-06,0.007524585452578405,0,0.007523496371846247,0.49999891091926785,0.9999989109192678,easy,False
42,2,303,1.2951961608328726e-07,0.009408096231936999,0,0.009407966712320916,0.4999998704803839,0.999999870480384,easy,False
42,2,304,3.9609773864937226e-07,0.00895345145845039,0,0.00895305536071174,0.49999960390226134,0.9999996039022614,easy,False
42,2,310,5.626947137178945e-07,0.009161669952683988,0,0.00916110725797027,0.4999994373052863,0.9999994373052863,easy,False
42,2,317,1.430805843184219e-07,0.009648230170375631,0,0.009648087089791313,0.4999998569194157,0.9999998569194157,easy,False
42,2,319,0.005838269841292444,0.23294475580128932,0,0.22710648595999688,0.49416173015870757,0.9941617301587076,easy,False
42,2,322,9.514752314808487e-08,0.0067089817113995705,0,0.006708886563876422,0.49999990485247686,0.9999999048524768,easy,False
42,2,324,2.529467799504571e-07,0.0062722136227755495,0,0.006271960675995599,0.49999974705322003,0.99999974705322,easy,False
42,2,331,3.722768024866612e-06,0.013544550442339752,0,0.013540827674314885,0.49999627723197515,0.9999962772319752,easy,False
42,2,336,2.270633545897364e-06,0.012972465703872716,0,0.01297019507032682,0.4999977293664541,0.9999977293664541,easy,False
42,2,337,2.955731039429954e-07,0.006681546123540297,0,0.006681250550436354,0.49999970442689606,0.999999704426896,easy,False
42,2,348,1.1853462267921575e-07,0.006365680244146887,0,0.006365561709524208,0.4999998814653773,0.9999998814653773,easy,False
42,2,352,4.938912821758614e-07,0.009861888423548269,0,0.009861394532266093,0.49999950610871785,0.9999995061087178,easy,False
42,2,357,1.242036963824607e-07,0.005338031821222714,0,0.0053379076175263315,0.4999998757963036,0.9999998757963037,easy,False
42,2,369,2.3536207193757604e-06,0.014058209009032267,0,0.014055855388312891,0.4999976463792806,0.9999976463792806,easy,False
42,2,378,1.1565562064561466e-07,0.005853233373012914,0,0.0058531177173922685,0.49999988434437936,0.9999998843443794,easy,False
