school_code,geographic_zone,school_type,data_source,gender,age_at_start_of_academic_year,class_level,grade_repetition_count,term_1_attendance,term_2_attendance,term_3_attendance,english_exam_score,math_exam_score,science_exam_score,social_studies_exam_score,average_exam_score,leap_beneficiary_status,travel_time_to_school,mode_of_transport_to_school,govt_support,parent_guardian_education_level,parent_guardian_occupation,no_of_siblings_in_school,home_has_electricity,own_textbooks,daily_study_hours_at_home,safety_at_home,safety_at_school,teacher_support_rating,school_enjoyment,missed_school_for_choreswork,missed_school_due_to_illness,barriers_to_regular_attendance,family_income_level,parent_attends_school_events,behaviour_warnings_punishments,class_participation,extracurricular_activities,dropout_label
1,0,1,1,1,13.0,1,0,82.0,76.0,85.0,71.0,62.0,69.0,93,67.0,0,0,1,1,5,0,33,1,5,0,5.0,2.0,5.0,3.0,2,1,3,2,5,2,5.0,2,0
1,0,1,1,0,12.0,1,0,82.0,87.0,93.0,57.0,92.0,49.0,103,66.5,0,0,1,1,5,0,55,1,5,0,5.0,5.0,2.0,2.0,0,1,3,2,5,2,4.0,0,0
1,0,1,1,1,13.0,1,0,86.0,84.0,77.0,67.0,63.0,63.0,159,67.75,0,5,1,1,5,0,20,1,5,2,4.0,5.0,5.0,5.0,0,6,3,2,1,2,5.0,1,0
1,0,1,1,1,11.0,1,0,84.0,78.0,88.0,73.0,77.0,75.0,68,71.5,0,0,1,1,5,0,20,1,5,2,3.0,1.0,5.0,1.0,0,1,3,4,3,2,5.0,0,0
1,0,1,1,1,10.0,1,0,78.0,88.0,86.0,69.0,70.0,81.0,81,71.0,0,0,1,1,5,0,44,1,5,0,4.0,3.0,2.0,5.0,2,1,3,4,5,2,5.0,0,0
1,0,1,1,0,12.0,1,0,85.0,81.0,80.0,80.0,78.0,77.0,173,79.5,0,0,1,1,5,0,44,1,5,0,5.0,5.0,2.0,3.0,0,1,3,3,4,2,5.0,0,0
1,0,1,1,1,11.0,1,0,82.0,87.0,79.0,73.0,67.0,69.0,145,71.0,0,0,1,1,5,0,20,1,5,0,4.0,1.0,2.0,5.0,2,1,3,4,5,2,5.0,1,0
1,0,1,1,1,10.0,1,0,76.0,97.0,74.0,57.0,81.0,76.0,151,72.5,0,0,1,1,5,0,33,1,5,0,2.0,3.0,5.0,1.0,2,1,3,4,4,2,5.0,0,0
1,0,1,1,1,12.0,1,0,86.0,82.0,75.0,70.0,61.0,78.0,103,69.25,0,0,1,1,5,0,44,1,5,0,2.0,2.0,5.0,1.0,0,1,3,2,3,2,5.0,0,0
1,0,1,1,0,12.0,1,0,76.0,80.0,84.0,64.0,59.0,71.0,127,66.5,0,5,1,1,5,0,55,1,5,0,5.0,5.0,4.0,1.0,0,1,3,4,2,2,4.0,0,0
1,0,1,1,1,10.0,1,0,78.0,79.0,83.0,55.0,53.0,61.0,100,59.0,0,1,1,1,5,0,33,1,5,0,3.0,4.0,5.0,5.0,0,1,3,4,2,2,4.0,2,0
1,0,1,1,0,13.0,1,0,84.0,93.0,88.0,68.0,68.0,58.0,107,65.75,0,0,1,1,5,0,0,1,5,0,5.0,1.0,5.0,3.0,5,1,3,2,3,2,5.0,3,0
1,0,1,1,0,12.0,1,0,79.0,85.0,76.0,75.0,85.0,67.0,139,75.25,0,0,1,1,5,0,33,1,5,1,4.0,5.0,4.0,1.0,5,1,3,4,5,2,4.0,0,0
1,0,1,1,0,12.0,1,0,86.0,80.0,83.0,70.0,70.0,61.0,113,67.75,0,3,2,1,5,0,5,1,5,0,1.0,4.0,5.0,5.0,3,1,3,2,5,2,5.0,2,0
1,0,1,1,1,11.0,1,0,85.0,93.0,88.0,91.0,60.0,77.0,119,74.75,0,4,1,1,5,0,33,1,5,2,5.0,1.0,5.0,5.0,3,1,3,4,1,2,5.0,1,0
1,0,1,1,0,10.0,1,0,97.0,77.0,76.0,64.0,45.0,63.0,72,58.5,0,0,1,1,4,0,61,1,5,0,3.0,2.0,4.0,5.0,3,1,3,4,3,2,5.0,0,0
1,0,1,1,1,10.0,1,0,83.0,85.0,95.0,79.0,62.0,60.0,139,68.75,0,1,1,1,5,0,55,1,5,0,2.0,4.0,5.0,3.0,2,1,3,4,3,2,5.0,0,0
1,0,1,1,0,12.0,1,0,72.0,95.0,90.0,65.0,50.0,82.0,103,66.25,0,3,1,1,5,0,5,1,5,2,4.0,2.0,4.0,3.0,0,1,3,4,3,2,5.0,0,0
1,0,1,1,1,11.0,1,0,90.0,71.0,77.0,70.0,69.0,64.0,151,69.75,0,0,1,1,5,0,55,1,5,0,5.0,1.0,5.0,1.0,0,1,3,4,1,2,5.0,0,0
1,0,1,1,0,13.0,1,0,74.0,82.0,82.0,75.0,76.0,57.0,39,65.5,0,5,1,1,5,0,33,1,5,0,4.0,5.0,5.0,5.0,0,1,3,2,1,2,5.0,1,0
1,0,1,1,1,12.0,1,0,90.0,85.0,76.0,85.0,70.0,80.0,113,76.25,0,3,1,1,5,0,44,1,5,0,5.0,5.0,5.0,5.0,0,1,3,2,1,2,5.0,0,0
1,0,1,1,0,11.0,1,0,96.0,95.0,80.0,79.0,76.0,82.0,61,74.25,0,3,1,1,5,0,44,1,5,0,3.0,5.0,5.0,3.0,0,1,3,2,2,2,5.0,1,0
1,0,1,1,1,10.0,1,10,86.0,90.0,70.0,58.0,46.0,66.0,153,61.75,0,3,1,1,5,0,33,1,2,0,4.5,3.5,4.0,4.0,0,5,3,2,5,2,3.0,2,0
1,0,1,1,0,12.0,1,0,92.0,83.0,93.0,56.0,50.0,68.0,133,61.75,0,0,2,1,4,0,20,1,2,0,5.0,5.0,4.0,5.0,0,1,3,2,5,2,4.0,0,0
1,0,1,1,0,11.0,1,0,81.0,70.0,81.0,56.0,76.0,72.0,61,66.0,2,0,1,2,5,0,0,1,3,0,3.5,3.0,3.0,3.0,0,1,4,4,1,2,4.0,1,0
1,0,1,1,1,10.0,1,0,78.0,75.0,81.0,79.0,58.0,74.0,81,68.75,0,0,1,1,5,0,33,1,2,2,5.0,1.5,3.0,3.0,0,5,3,2,5,2,4.0,2,0
1,0,1,1,1,13.0,1,0,76.0,82.0,74.0,64.0,55.0,88.0,113,69.25,0,1,1,1,4,0,33,1,3,2,5.0,2.0,3.0,3.0,0,5,3,0,5,2,4.0,1,0
1,0,1,1,0,12.0,1,0,77.0,84.0,81.0,67.0,75.0,76.0,81,70.5,0,3,1,1,5,0,33,1,2,2,4.0,3.0,3.0,3.0,0,5,3,2,5,2,3.0,1,0
1,0,1,1,0,14.0,1,0,77.0,81.0,70.0,54.0,84.0,85.0,100,72.5,0,0,2,1,5,0,62,1,2,2,4.5,3.0,5.0,5.0,0,5,3,2,5,2,4.5,2,0
1,0,1,1,0,13.0,1,0,86.0,85.0,99.0,81.0,67.0,59.0,36,65.0,0,3,1,1,5,0,33,1,2,0,5.0,3.0,4.0,4.0,0,6,3,2,1,2,4.0,0,0
1,0,1,1,1,11.0,1,0,83.0,77.0,72.0,63.0,57.0,85.0,159,70.75,0,1,1,1,5,0,55,1,3,0,2.0,3.0,5.0,2.0,0,6,3,2,5,2,4.0,0,0
1,0,1,1,1,12.0,1,0,81.0,93.0,82.0,61.0,85.0,74.0,58,69.75,0,3,1,1,5,0,20,1,2,2,4.5,3.0,4.5,3.0,0,1,3,2,2,2,4.0,0,0
1,0,1,1,1,12.0,1,0,80.0,76.0,72.0,79.0,90.0,55.0,145,74.75,2,3,1,2,5,0,55,1,3,2,4.5,3.0,4.0,3.0,0,1,3,0,1,2,4.0,0,0
1,0,1,1,1,11.0,1,0,77.0,79.0,77.0,61.0,69.0,60.0,127,65.5,0,1,1,1,4,0,44,1,3,0,5.0,5.0,5.0,3.0,0,1,3,2,2,2,4.0,0,0
1,0,1,1,1,10.0,1,0,81.0,81.0,75.0,64.0,77.0,74.0,61,68.75,0,0,1,1,5,0,44,1,2,0,5.0,5.0,5.0,4.0,0,1,3,0,5,2,3.0,0,0
1,0,1,1,0,12.0,1,0,82.0,88.0,70.0,75.0,61.0,74.0,72,68.0,2,1,1,2,5,0,44,1,4,2,5.0,4.5,5.0,4.0,0,1,1,0,5,2,4.0,1,0
1,0,1,1,0,13.0,1,0,70.0,71.0,82.0,72.0,59.0,75.0,36,64.75,2,0,1,2,5,0,5,1,2,0,4.5,5.0,3.0,4.0,0,1,3,0,2,2,3.0,1,0
1,0,1,0,1,13.0,0,0,99.0,99.0,93.0,81.0,83.0,90.0,185,85.25,0,3,2,2,5,5,44,1,5,2,5.0,3.0,5.0,5.0,0,6,3,2,1,3,5.0,1,0
1,0,1,0,0,12.0,0,0,81.0,91.0,87.0,76.0,73.0,77.0,153,75.75,0,0,1,2,4,0,20,1,6,0,4.0,4.0,5.0,4.0,0,1,3,4,3,2,4.0,0,0
1,0,1,0,0,13.0,0,0,83.0,88.0,85.0,82.0,83.0,83.0,165,82.0,0,1,1,1,5,4,20,1,1,2,5.0,5.0,3.0,4.0,0,1,2,4,5,3,4.0,1,0
1,0,1,0,1,9.0,2,0,88.0,89.0,81.0,64.0,59.0,65.0,119,64.75,0,0,1,2,1,5,5,1,6,1,4.0,5.0,4.0,4.0,0,6,3,4,4,2,3.0,1,0
1,0,1,0,1,12.0,0,0,74.0,79.0,78.0,70.0,69.0,67.0,107,68.75,0,1,1,2,4,5,44,1,5,0,3.0,3.0,4.0,4.0,2,1,2,2,3,2,4.0,0,0
1,0,1,0,0,12.0,4,0,61.0,69.0,62.0,48.0,44.0,40.0,6,42.0,2,3,2,2,4,2,44,1,6,0,2.0,4.0,3.0,3.0,2,1,6,3,3,3,3.0,0,1
1,0,1,0,1,11.0,4,0,77.0,79.0,73.0,80.0,71.0,76.0,127,74.75,0,1,2,2,5,4,44,1,5,0,3.0,4.0,3.0,4.0,2,6,2,2,1,2,4.0,1,0
1,0,1,0,1,14.0,0,0,85.0,85.0,86.0,78.0,79.0,73.0,159,77.0,0,0,2,1,5,4,33,1,5,2,5.0,4.0,4.0,4.0,2,1,1,2,1,3,4.0,0,0
1,0,1,0,0,9.0,2,0,78.0,79.0,75.0,60.0,55.0,59.0,68,58.75,0,3,1,2,1,0,20,1,6,0,3.0,5.0,5.0,4.0,2,1,6,4,3,3,4.0,1,0
1,0,1,0,1,14.0,0,0,85.0,92.0,85.0,77.0,84.0,73.0,177,79.75,0,1,1,2,4,0,33,1,6,0,4.0,4.0,4.0,4.0,0,1,2,4,5,3,3.0,0,0
1,0,1,0,0,10.0,2,0,92.0,99.0,91.0,74.0,71.0,67.0,133,71.25,0,3,2,2,1,0,44,1,6,1,4.0,3.0,5.0,4.0,0,1,3,2,5,3,5.0,0,0
1,0,1,0,1,12.0,0,0,88.0,92.0,92.0,78.0,67.0,71.0,159,73.5,0,3,2,2,1,4,20,1,6,1,4.0,4.0,4.0,3.0,0,6,0,4,2,3,2.0,0,0
1,0,1,0,0,9.0,2,0,93.0,91.0,91.0,77.0,84.0,83.0,167,81.25,0,3,1,1,5,4,33,1,6,0,3.0,4.0,4.0,4.0,2,1,1,4,1,3,3.0,0,0
1,0,1,0,1,13.0,0,0,88.0,93.0,92.0,75.0,75.0,69.0,107,72.0,0,1,1,2,1,4,55,1,6,0,4.0,3.0,4.0,4.0,0,6,2,2,3,2,3.0,0,0
1,0,1,0,1,14.0,0,0,68.0,64.0,62.0,65.0,55.0,68.0,61,62.0,0,1,1,2,1,5,5,1,5,0,3.0,5.0,2.0,3.0,2,1,2,2,4,1,2.0,0,1
1,0,1,0,0,12.0,0,0,88.0,85.0,85.0,64.0,64.0,74.0,127,68.5,0,3,1,2,0,0,33,1,6,1,4.0,4.0,5.0,4.0,2,1,1,4,2,3,5.0,1,0
1,0,1,0,1,13.0,0,0,88.0,88.0,82.0,64.0,71.0,67.0,127,68.5,0,3,2,2,4,0,5,1,6,0,4.0,4.0,2.0,2.0,0,1,3,2,5,3,1.0,0,0
1,0,1,0,1,13.0,0,10,70.0,75.0,66.0,45.0,47.0,56.0,19,48.75,0,3,2,1,4,4,33,1,6,2,3.0,4.0,3.0,4.0,2,1,6,4,1,3,4.0,0,1
1,0,1,0,1,12.0,0,0,92.0,92.0,94.0,95.0,96.0,83.0,176,89.5,0,3,1,2,5,0,5,1,5,0,4.0,3.0,4.0,5.0,0,1,3,2,5,3,5.0,0,0
1,0,1,0,0,12.0,0,10,95.0,91.0,95.0,61.0,66.0,71.0,113,67.0,0,2,1,2,4,1,33,1,6,2,4.0,5.0,4.0,5.0,0,6,3,4,1,2,4.0,0,0
1,0,1,0,0,13.0,0,0,86.0,82.0,89.0,69.0,70.0,75.0,145,72.25,0,3,1,2,5,4,5,1,6,0,3.0,4.0,5.0,5.0,2,1,6,4,5,3,4.0,0,0
1,0,1,0,0,14.0,1,0,77.0,82.0,77.0,73.0,72.0,70.0,127,71.75,0,3,1,2,5,0,44,1,6,0,3.0,5.0,5.0,4.0,2,6,6,4,1,2,4.0,0,0
1,0,1,0,1,13.0,0,0,83.0,82.0,85.0,68.0,75.0,71.0,113,71.0,0,0,2,1,4,0,33,1,5,2,2.0,5.0,4.0,5.0,2,6,6,2,5,2,4.0,1,0
1,0,1,0,1,13.0,0,0,84.0,84.0,87.0,73.0,84.0,77.0,151,77.5,0,3,1,2,4,4,5,1,6,2,4.0,3.0,3.0,4.0,2,1,1,2,5,3,4.0,0,0
1,0,1,0,0,14.0,1,0,89.0,87.0,91.0,77.0,66.0,69.0,133,71.25,0,0,2,2,0,5,20,1,6,0,4.0,5.0,4.0,4.0,2,1,1,2,4,2,5.0,0,0
1,0,1,0,0,14.0,1,0,92.0,93.0,89.0,76.0,85.0,73.0,159,78.0,0,3,1,2,0,0,44,1,5,1,5.0,3.0,5.0,5.0,2,1,1,2,2,2,5.0,1,0
1,0,1,0,0,12.0,0,0,74.0,83.0,76.0,75.0,76.0,63.0,100,70.25,0,0,2,2,5,0,55,1,6,0,4.0,3.0,3.0,4.0,2,1,1,4,3,2,4.0,0,0
1,0,1,0,0,14.0,0,0,86.0,88.0,87.0,86.0,88.0,85.0,167,85.0,0,3,1,1,4,0,33,1,6,2,4.0,4.0,3.0,2.0,0,1,3,2,5,0,2.0,0,0
1,0,1,0,0,14.0,1,0,79.0,83.0,85.0,70.0,60.0,65.0,93,65.25,0,3,1,2,5,1,5,1,1,0,3.0,3.0,3.0,4.0,2,6,6,4,3,3,2.0,0,0
1,0,1,0,0,15.0,1,0,94.0,98.0,92.0,85.0,75.0,82.0,151,79.5,0,3,1,2,5,4,33,1,1,2,4.0,5.0,4.0,5.0,0,6,3,4,3,2,5.0,0,0
1,0,1,0,0,13.0,1,0,91.0,94.0,91.0,93.0,80.0,90.0,171,86.25,0,3,1,2,5,4,55,1,5,2,5.0,4.0,5.0,4.0,0,1,3,2,1,3,4.0,0,0
1,0,1,0,0,13.0,1,0,95.0,99.0,99.0,70.0,84.0,72.0,171,77.0,0,3,1,2,5,5,33,1,6,2,4.0,4.0,4.0,3.0,0,1,3,4,3,3,4.0,1,0
1,0,1,0,0,12.0,0,0,88.0,89.0,87.0,65.0,59.0,65.0,127,65.25,0,0,1,1,5,1,5,1,6,0,5.0,5.0,2.0,2.0,0,1,3,4,1,1,2.0,0,0
1,0,1,0,0,14.0,0,0,92.0,93.0,89.0,91.0,81.0,78.0,171,83.0,0,0,1,2,4,5,33,1,5,2,4.0,3.0,4.0,4.0,0,1,3,2,3,2,4.0,0,0
1,0,1,0,0,14.0,0,0,88.0,86.0,87.0,84.0,83.0,80.0,159,81.25,0,3,1,2,5,1,20,1,6,0,5.0,4.0,4.0,4.0,0,1,3,4,5,2,3.0,0,0
1,0,1,0,0,13.0,0,0,82.0,85.0,91.0,76.0,75.0,72.0,165,75.75,0,0,2,2,4,5,20,1,5,2,4.0,3.0,4.0,2.0,0,6,0,2,3,0,4.0,1,0
1,0,1,0,1,13.0,1,0,90.0,97.0,94.0,95.0,94.0,96.0,194,94.0,0,0,1,2,5,5,55,1,5,0,3.0,4.0,5.0,4.0,2,1,1,2,1,2,4.0,0,0
1,0,1,0,1,13.0,1,0,85.0,85.0,80.0,73.0,71.0,79.0,127,73.75,0,0,1,1,5,4,5,1,6,2,4.0,4.0,4.0,4.0,2,6,1,4,1,3,5.0,0,0
1,0,1,0,1,13.0,1,0,79.0,79.0,76.0,65.0,79.0,71.0,127,71.75,0,0,2,2,4,1,20,1,6,0,5.0,4.0,4.0,3.0,2,1,1,4,3,2,4.0,1,0
1,0,1,0,0,13.0,0,0,82.0,78.0,81.0,75.0,72.0,71.0,145,73.25,0,0,2,2,5,4,55,1,6,2,4.0,5.0,5.0,5.0,2,1,1,4,5,2,5.0,0,0
1,0,1,0,0,14.0,1,0,85.0,88.0,88.0,78.0,81.0,78.0,185,81.0,0,1,2,2,5,4,33,1,5,2,4.0,4.0,5.0,5.0,2,6,2,2,5,2,5.0,0,0
1,0,1,0,1,13.0,1,0,91.0,94.0,92.0,82.0,91.0,89.0,179,87.0,0,0,1,2,5,0,55,1,5,2,4.0,5.0,4.0,4.0,0,1,3,2,5,2,3.0,0,0
1,0,1,0,1,14.0,1,0,68.0,67.0,71.0,60.0,67.0,74.0,119,68.0,0,0,2,1,5,1,20,1,6,2,3.0,3.0,3.0,3.0,2,5,1,4,5,0,3.0,0,0
1,0,1,0,0,13.0,1,0,82.0,81.0,85.0,62.0,75.0,68.0,113,68.75,0,0,2,2,4,0,44,1,5,2,3.0,5.0,4.0,4.0,2,1,6,2,1,2,3.0,0,0
1,0,1,0,1,13.0,1,0,75.0,70.0,75.0,61.0,56.0,54.0,36,56.0,0,0,2,2,1,5,20,1,6,1,4.0,4.0,3.0,4.0,2,1,1,4,3,1,2.0,0,0
1,0,1,0,1,13.0,1,0,77.0,81.0,82.0,54.0,51.0,61.0,43,55.25,0,0,1,2,1,1,5,1,1,1,4.0,3.0,4.0,3.0,2,1,1,4,4,3,2.0,0,0
1,0,1,0,0,14.0,1,0,84.0,85.0,89.0,79.0,80.0,84.0,177,82.0,0,1,1,2,5,0,33,1,5,2,4.0,4.0,5.0,4.0,2,1,2,2,3,3,4.0,1,0
1,0,1,0,1,13.0,1,0,79.0,75.0,77.0,69.0,62.0,66.0,127,67.25,0,1,1,1,4,5,33,1,5,2,4.0,5.0,3.0,4.0,2,1,2,2,5,2,2.0,0,0
1,0,1,0,0,14.0,1,0,77.0,77.0,75.0,53.0,63.0,63.0,78,60.5,0,0,2,2,0,0,20,1,5,1,3.0,3.0,3.0,2.0,2,1,1,2,3,3,2.0,0,0
1,0,1,0,0,14.0,1,0,72.0,76.0,73.0,68.0,69.0,70.0,119,69.5,0,1,1,2,5,5,55,1,6,2,3.0,4.0,5.0,5.0,2,6,2,4,5,0,5.0,0,0
1,0,1,0,0,14.0,1,0,74.0,75.0,74.0,68.0,55.0,63.0,103,63.5,0,0,2,2,4,0,5,1,6,0,4.0,5.0,3.0,2.0,2,6,6,2,3,3,2.0,0,0
1,0,1,0,0,14.0,1,0,80.0,83.0,77.0,57.0,54.0,59.0,52,57.0,0,0,2,2,0,4,5,1,5,0,3.0,4.0,3.0,4.0,2,1,6,2,2,3,4.0,0,0
