school_code,geographic_zone,school_type,data_source,gender,age_at_start_of_academic_year,class_level,grade_repetition_count,term_1_attendance,term_2_attendance,term_3_attendance,average_attendance,english_exam_score,math_exam_score,science_exam_score,social_studies_exam_score,average_exam_score,school_feeding_status,leap_beneficiary_status,travel_time_to_school,mode_of_transport_to_school,govt_support,parent_guardian_education_level,parent_guardian_occupation,no_of_siblings_in_school,home_has_electricity,own_textbooks,daily_study_hours_at_home,safety_at_home,safety_at_school,teacher_support_rating,school_enjoyment,missed_school_for_choreswork,missed_school_due_to_illness,barriers_to_regular_attendance,family_income_level,parent_attends_school_events,behaviour_warnings_punishments,class_participation,extracurricular_activities,dropout_label
WEWE,Rural,Public,Both,Female,12.024831432755358,JHS1,2,85.3269080844176,33.394426458005135,54.826262119855734,25.36909591199997,2.224590477823064,31.651056850100325,36.01816551739178,78.41996258761245,45.682856477094276,1,No,More than 1 hour,Car/trotro/bus,No,JHS,Skilled trade,16,0,Yes-some subjects,Less than 1 hr,2.9229240704658115,4.396352662733253,2.1064719701010812,0.5233445179260063,Yes,Yes-more than once,Work to earn,Low,Often,Never,2.142449947245326,2 activities,1
SHI,Peri-urban,Public,Both,Female,15.464513581292422,JHS1,4+,71.63150672905834,79.19488245995757,41.384829611292005,63.04740940758555,64.10319542454562,40.1341116538727,39.981505523822236,63.6015779510567,65.21885926553529,0,No,Less than 15 min,Walk,Yes,SHS,Skilled trade,2.8,0,Yes-some subjects,More than 2 hrs,3.007717828989121,7.882368252614111,3.364177403484029,4.2459754620271095,Yes,Yes-more than once,Work to earn,Low,Often,2-3 times,6.138379362633501,2 activities,1
WEWE,Rural,Public,Both,Female,10.372014228958573,P5,2,31.67519597102004,25.50712007650817,-22.004480076495483,47.07433265016499,4.669092335344288,-0.4095160642358948,23.20137329877103,81.24863091941673,15.881699917500676,1,No,More than 1 hour,Walk,No,JHS,No paid work,1,0,No-borrow/share,Less than 1 hr,3.352750620231117,-1.2380970523177814,1.0280540581661715,0.9938512178860391,Yes,No,Long distance/transport,Low,Rarely,Once,-0.07835672247674941,1 activity,1
SHI,Peri-urban,Private,Both,Male,14.703656949864547,JHS1,2,96.88476459525711,82.47492124796867,59.07833558483033,79.8978928763904,69.46758833157577,92.65502372998534,66.81678821842891,72.38383542660056,57.19634409777473,0,No,Less than 15 min,Walk,No,SHS,Farming/fishing,3,2,Yes-some subjects,1-2 hrs,2.719888790427962,6.990171499753069,4.361771194944001,2.0510051952009,Yes,Yes-once,Work to earn,Medium,Often,More than 3 times,5.293508431404369,2 activities,1
WEWE,Rural,Private,Both,Female,13.056516106125347,JHS1,1,56.23973908763104,77.8582012966891,95.11198019402521,83.10343594384602,38.693812625395864,50.20872978038587,29.2147493426961,21.166694299963176,50.310248892623434,1,No,Less than 15 min,Car/trotro/bus,Yes,Primary,Skilled trade,3,1,Yes-some subjects,1-2 hrs,2.9455412966379564,6.798747021298171,5.657830184116529,3.003216547337593,Yes,Yes-once,Work to earn,Low,Often,Once,2.5182863936055853,2 activities,1
WEWE,Rural,Public,Both,Male,6.530207810000971,JHS1,0,30.881175225901565,25.941226923976068,-31.551681155449238,16.930757785938482,15.378806761439957,7.203376697756962,28.21633781546093,67.61639075545882,32.585734938491115,1,No,More than 1 hour,Walk,No,JHS,No paid work,9,0,No textbooks,1-2 hrs,2.6559803076697364,3.632137924287664,2.0043100423810496,5.751219393158932,Yes,y,Work to earn,Low,Sometimes,Once,1.3752017833415409,2 activities,1
AYED_RC,Peri-urban,Private,Both,Male,12.029333748812808,JHS1,2.5,81.76628486502852,76.94032863452347,105.57338016148408,55.66413486082449,91.3560736718789,98.61444659276577,55.24241229014344,56.971872657234606,74.67146399056638,0,Yes,Less than 15 min,Car/trotro/bus,Yes,JHS,No paid work,3,2,No textbooks,More than 2 hrs,2.7703946412546454,8.401233910182015,5.5266791253020795,5.0111800771721065,Yes,Yes-once,Work to earn,Low,Sometimes,Once,5.147994142573097,1 activity,1
KNU_JHS,Peri-urban,Public,Both,Female,10.84994989195826,P4,2,74.8536086327109,52.12967683618795,2.906412564688231,-0.9632831470309604,17.090206549905243,61.07269311888565,55.39716803918089,69.12747972897098,37.056339312075494,1,No,15-30 min,Walk,Yes,JHS,No paid work,3,0,Yes-some subjects,1-2 hrs,2.893096545651857,7.2138150750421755,3.525838164508467,6.162642653207886,Yes,Yes-once,Work to earn,Low,Never,2-3 times,2.5445836310893775,2 activities,1
WEWE,Peri-urban,Public,Both,Female,5.911210569879323,JHS1,2,13.102861261352936,55.20140189376508,71.33210797434987,21.12260249218671,50.37350098611363,36.25068377607485,47.914492909318135,56.176567805972454,40.738451450863984,1,No,Less than 15 min,Walk,No,JHS,No paid work,3,0,Yes-some subjects,Less than 1 hr,2.236770043734928,4.377616841994909,2.334375894852066,3.6195217852865413,Yes,Yes-more than once,Long distance/transport,Medium,Often,Never,0.4503514993939275,1 activity,1
WEWE,Rural,Public,Both,Female,3.3808443852277463,P5,2,14.763950387011029,17.512856959838377,-31.37638827814365,4.212295869140796,-13.43563419219145,-30.283191716771128,-28.938092556162058,55.8314333177257,4.383560721386374,1,No,More than 1 hour,Walk,No,JHS,No paid work,9,0,No textbooks,Less than 1 hr,2.53614350716527,-2.3741693795789485,-0.9833117179240842,-1.5744562450993964,Yes,Yes-more than once,Help at home,Low,Rarely,Once,-0.6749714707934527,1 activity,1
AYED_RC,Peri-urban,Public,Both,Female,17.131247138720845,P5,1,61.55594252022804,82.33623673865418,3.542670638271489,74.57303543298569,79.30442200496758,29.652100565511468,43.78044890858116,38.282773667260024,13.513018718928773,1,No,Less than 15 min,Car/trotro/bus,No,JHS,Farming/fishing,3,0,Yes-some subjects,Less than 1 hr,2.4288346544370185,5.7990118019187635,4.463284389358559,2.7437299654909113,Yes,Yes-once,Work to earn,Low,Never,Once,2.461579194426577,2 activities,1
KNU_JHS,Peri-urban,Public,Both,Male,11.320755528168853,JHS1,1,93.79594165206798,76.41140825271059,112.29899975981161,43.96266396500763,93.41858761322047,97.71831323319786,55.8294135503912,43.31902447906968,76.84569622921862,0,Yes,Less than 15 min,Walk,Yes,SHS,Trading/market,3,2,Yes-some subjects,More than 2 hrs,3.1247618356343883,8.37938953923584,6.043498990768008,7.5986813452640565,Yes,No,Work to earn,Medium,Often,2-3 times,6.801879544859519,1 activity,1
WEWE,Rural,Public,Both,Male,12.426827596362358,JHS1,1.3,30.650122179035883,70.29718961192351,-10.5945678470616,66.58773725606164,55.225537603344165,4.190975472181279,45.80697648526673,33.91923276491026,35.59565094367136,0,No,Less than 15 min,Walk,No,JHS,Farming/fishing,4.3,0,No textbooks,Less than 1 hr,3.5269674965705127,2.3833893206584063,4.61924282062982,2.812617856660459,Yes,Yes-more than once,Nothing-come regularly,Low,Never,Never,0.5626818736751085,3 activities,1
WEWE,Rural,Public,Both,Female,5.618578251366789,P5,2,12.255656282305464,32.96452629523401,3.256190846514095,-5.638544864068145,-13.764586324046647,-27.8038352295342,24.70054822316631,48.56281416583376,12.351801603602482,1,No,More than 1 hour,Walk,No,JHS,No paid work,9,0,No textbooks,Less than 1 hr,2.6310633322551205,-1.3667747271621091,-0.547465676485571,-0.7678210376183792,Yes,Yes-more than once,Long distance/transport,Low,Rarely,Once,0.3202656506696451,1 activity,1
SHI,Peri-urban,Private,Both,Male,14.787050058030253,JHS1,3,80.46617268762462,69.59302526593456,85.7773607375434,51.17836345587908,92.803913131587,98.74829919787965,68.85760786173705,44.50006831308721,73.73752873283703,0,Yes,Less than 15 min,Car/trotro/bus,No,SHS,Skilled trade,3.8,2,Yes-some subjects,More than 2 hrs,3.080947532821197,8.150784486428341,5.733287652545513,7.649359960871888,Yes,No,Work to earn,Medium,Often,2-3 times,5.676551047486113,1 activity,1
WEWE,Rural,Public,Both,Female,5.389326719566434,P4,1,11.509246473497251,23.766523229238004,-23.687016231444478,70.20414268133446,20.644252188136168,12.67907128709657,32.751895296579825,37.758559567219976,27.02455052992987,1,No,30-60 min,Walk,No,SHS,No paid work,1,0,Yes-some subjects,Less than 1 hr,2.4251129844553665,2.1881975984251993,3.7552700891317086,0.384898737595867,Yes,Yes-more than once,Nothing-come regularly,Low,Sometimes,Once,-0.02788717146009012,1 activity,1
WEWE,Rural,Private,Both,Male,15.590796108943017,JHS1,1,77.27118771587361,43.97030252967483,41.27246107600712,56.840073284154286,63.2708071756427,19.40669215034539,54.820143719915066,48.888524618617986,60.93894160855612,0,No,Less than 15 min,Walk,Yes,Primary,Skilled trade,3,0,Yes-some subjects,1-2 hrs,2.1370797067984304,7.321426891809454,3.851078750689842,3.986396373157777,Yes,Yes-more than once,Work to earn,Low,Rarely,Once,6.218849670986381,1 activity,1
WEWE,Rural,Public,Both,Female,6.770415443194471,P4,2,14.039398354801273,30.024621577703513,-31.593216281873644,2.2455207343124393,2.7748241203758752,-1.6909535637281436,-5.101385708307166,63.29439862316207,10.74762352809309,1,No,More than 1 hour,Walk,No,JHS,No paid work,1.9,0,Yes-some subjects,Less than 1 hr,3.3402750397924295,0.29252576372095174,0.8575802930695124,0.4095662981727046,Yes,No,Safety on way,Low,Never,More than 3 times,0.6154093853988724,2 activities,1
AYED_RC,Peri-urban,Public,Both,Female,12.38807077707307,JHS1,0.8,56.89327098681738,82.45093287702711,96.50572973855385,61.756302265183066,77.87148858055903,82.53304635029977,29.399976577331095,14.216691904467758,60.20295658758293,1,No,30-60 min,Walk,Yes,SHS,No paid work,8,2,Yes-some subjects,1-2 hrs,1.9374984605483074,7.593569651678591,5.183249503760595,3.2484659419488873,Yes,No,Work to earn,Low,Never,2-3 times,3.167074380804894,1 activity,1
KNU_JHS,Peri-urban,Public,Both,Male,9.802378968506398,P4,2,25.844438127137025,25.675491703139613,35.43182219634513,64.55489751192754,28.21607764810237,17.159555641585207,-12.27908460401402,81.06279955980355,44.5214798042228,1,No,Less than 15 min,Walk,No,SHS,Farming/fishing,2,1,Yes-some subjects,1-2 hrs,2.533473319393293,5.559211834076317,2.4841555081247875,3.030551339235182,Yes,No,Safety on way,Low,Often,Once,1.2811793771189348,1 activity,1
KNU_JHS,Peri-urban,Public,Both,Female,9.800046585572566,P5,0.8,68.17022415226856,-8.005911374806225,24.148825536917272,32.558082060528996,51.5477078774594,29.04802454922042,22.711281989310137,52.05237119503577,18.331876817740586,0,No,15-30 min,Walk,No,Primary,Skilled trade,3,1,No textbooks,Less than 1 hr,2.7544518062659806,2.3682279909135895,4.002726729853224,3.453214314406548,Yes,Yes-more than once,Work to earn,Low,Sometimes,Once,2.016883155600321,2 activities,1
WEWE,Rural,Public,Both,Female,2.8085815554618145,P4,2,5.712005173855353,27.605646566226422,-22.145449640193323,24.25461143017178,-14.253769379375235,-28.70389314829491,-28.65966936175882,44.326512050975765,3.9943481810354484,1,No,More than 1 hour,Walk,No,JHS,No paid work,9,0,No-borrow/share,Less than 1 hr,2.611671388164859,-1.994177414864239,-0.9082095401946599,-1.7904918807532857,Yes,Yes-more than once,Safety on way,Low,Never,More than 3 times,-0.33925533050621826,1 activity,1
SHI,Rural,Public,Both,Male,3.5484059321988806,P5,2,28.13936147716417,29.85845380945123,-22.90568274745629,28.38635767278347,37.83538043974904,27.30802379582216,34.69142406066407,28.665720399760474,8.63055109453476,1,No,30-60 min,Walk,No,JHS,No paid work,4,1,No-borrow/share,1-2 hrs,3.391824820636773,1.5620239441551085,1.4950402654834472,0.29355965354993363,Yes,Yes-more than once,Long distance/transport,Low,Never,Once,0.1823211911033793,2 activities,1
WEWE,Rural,Public,Both,Male,12.218895385935546,P4,2,0.8694649083948711,45.82437427360292,-3.5710717965034218,27.524111321582872,16.61425882939365,0.1536865600074364,6.879143521386972,49.20628335385616,22.86476622073547,0,No,30-60 min,Walk,No,JHS,Trading/market,9,0,No-borrow/share,Less than 1 hr,2.7900176839896393,-0.3733156218077154,2.3892425961071355,0.8394472650947233,Yes,Yes-more than once,Long distance/transport,Low,Rarely,More than 3 times,2.2533629304510043,2 activities,1
SHI,Peri-urban,Public,Both,Male,11.855273030086678,JHS1,0.8,80.51746031192701,63.346368028818624,63.19833277376029,63.14972545407704,71.65654466323956,91.50128441323645,64.56594619498968,66.49759835939085,69.67792633641173,-1,No,Less than 15 min,Car/trotro/bus,Yes,Primary,Skilled trade,3,1,Yes-some subjects,Less than 1 hr,3.1852625412322846,7.777191997520903,3.5374954823435143,4.627023385551688,Yes,Yes-once,Work to earn,Medium,Always,2-3 times,2.872072984130477,1 activity,1
KNU_JHS,Peri-urban,Public,Both,Male,9.78997169678479,P4,0,48.76511406196198,66.66392570711135,42.72013897245889,77.75382674066398,77.906807774971,48.69923403796585,57.68238931093471,76.4405672165103,64.18703657748235,1,No,Less than 15 min,Car/trotro/bus,Yes,JHS,Trading/market,1,1,Yes-some subjects,1-2 hrs,2.355636013024409,5.582802107651688,3.6552712326625523,4.670289978213486,Yes,Yes-once,Long distance/transport,Low,Sometimes,More than 3 times,0.9488331431276288,2 activities,1
WEWE,Rural,Public,Both,Male,14.13614051779697,JHS2,2,94.57294250208086,81.87877952106788,59.194275518194175,26.190412037159717,42.73577770923367,23.0882895055951,34.101058492473996,24.134039009286187,48.95092928668626,0,No,Less than 15 min,Walk,Yes,Primary,Skilled trade,0,0,Yes-some subjects,Less than 1 hr,3.0028350893499134,5.993976763524513,4.182889743038698,3.4614746668915677,Yes,Yes-once,Work to earn,Low,Never,Never,1.716131160582789,1 activity,1
KNU_JHS,Peri-urban,Public,Both,Male,15.964925794144472,JHS1,1,77.94379465092325,63.012936300573415,107.85242845338061,64.71089554852674,64.19549918366238,48.69515946979565,56.60461952892147,20.46194363202133,67.53861922183907,0,No,Less than 15 min,Car/trotro/bus,Yes,JHS,Trading/market,4.1,1,No-borrow/share,More than 2 hrs,2.801032267275964,8.085875850936226,3.968106090714949,2.248086893440387,Yes,Yes-once,Help at home,Medium,Never,2-3 times,5.036927624665026,2 activities,1
WEWE,Rural,Public,Both,Female,6.630001594188508,P5,2,27.81044893712322,22.780625245507643,-17.32487503345817,8.229023433218092,-12.582261228747868,-29.28643476773415,-13.302713910622824,50.17728903555044,13.128752462478445,1,No,30-60 min,Walk,No,JHS,No paid work,6,0,No-borrow/share,Less than 1 hr,2.871389278339883,-2.1036083178045124,-0.3302882718805149,-1.1380163904092808,Yes,Yes-more than once,Help at home,Low,Sometimes,Once,0.9475977263226947,2 activities,1
WEWE,Rural,Public,Both,Male,3.3469005972530823,P5,2,10.0257608725274,19.500943592992083,-32.787783824142366,16.541361321454943,-9.521303460423667,-27.17690716996814,23.745978801977873,68.98171692369259,11.823322293781327,1,No,More than 1 hour,Walk,No,SHS,No paid work,3,0,No textbooks,Less than 1 hr,3.3539095688035547,-0.18129067154241252,-0.2647344511004257,3.194841464556095,Yes,No,Help at home,Low,Never,Once,2.13861492316955,3 activities,1
KNU_JHS,Peri-urban,Public,Both,Male,9.169505388866554,JHS1,0,90.92562006665065,72.3205883754603,84.95334194498032,80.08442427237311,83.24896538464313,67.66406731482705,51.51759180995546,55.402309024900276,64.85144767935051,0,Yes,15-30 min,Walk,Yes,JHS,Farming/fishing,4.3,1,Yes-some subjects,More than 2 hrs,3.576060868676523,8.130535816806205,5.91854004917293,7.016622689656064,Yes,Yes-once,Work to earn,Low,Often,Once,4.70495492316358,1 activity,1
AYED_RC,Rural,Public,Both,Male,14.233793933537672,P5,2,30.8486933507174,20.55548871460604,4.165918343603012,18.509325583421237,1.7556805423851642,41.1630764425765,27.364161915960604,63.97750363986352,29.281344809055597,1,No,Less than 15 min,Walk,No,JHS,No paid work,8,0,Yes-some subjects,Less than 1 hr,3.0014782786639125,-0.6777388259919688,0.1471194735518324,3.0091308546015005,Yes,Yes-more than once,Long distance/transport,Low,Never,More than 3 times,0.39314816049020607,1 activity,1
WEWE,Peri-urban,Public,Both,Female,12.169005091253524,P5,0,52.88628107787845,75.68524725765455,-2.757268514164592,43.51087239453457,8.47781069684137,9.294455218449801,57.31086081909808,19.12157760941227,62.32493035925448,1,No,Less than 15 min,Walk,Yes,SHS,Farming/fishing,1,1,Yes-some subjects,More than 2 hrs,3.5399819939624035,3.0120680213767144,1.8633982689577577,3.601591254794769,Yes,No,Work to earn,Low,Never,2-3 times,1.2164217806619628,1 activity,1
SHI,Rural,Public,Both,Male,10.388110705969272,P5,2,42.56431994357456,80.56581542905856,12.174319503639051,16.254459410347035,75.74290218036731,-23.522278996278857,36.72250033955319,29.345456649654952,29.231295427524373,-1,No,More than 1 hour,Car/trotro/bus,No,JHS,Farming/fishing,3,1,No-borrow/share,More than 2 hrs,3.423705056432706,7.324743323290903,4.24461564505665,1.155251421850031,Yes,Yes-once,Help at home,Low,Sometimes,Once,4.4478819758525345,1 activity,1
WEWE,Rural,Public,Both,Male,4.927451501187642,P5,2,19.513487146219518,31.339200054115018,-17.34149266817346,11.813873948935992,6.516861105886541,0.18597903311759723,43.43243714672918,52.47651502393108,24.735317752411056,1,No,Less than 15 min,Walk,No,JHS,No paid work,0,0,No textbooks,Less than 1 hr,3.2215124083587314,-1.4986298014251784,1.3412061630864147,2.3712901413925183,Yes,No,Safety on way,Low,Rarely,More than 3 times,1.8074581632050908,2 activities,1
SHI,Peri-urban,Public,Both,Male,12.470597365769125,JHS1,0,66.57383598603641,77.00730519129857,40.33582799870736,65.17224911082404,81.49431953047048,59.77026449829763,49.956453654679734,59.151944833850195,67.99085025066823,0,Yes,Less than 15 min,Walk,Yes,JHS,Skilled trade,9,1,No textbooks,More than 2 hrs,2.83634899118452,7.520274415454157,4.716781186909495,2.600814737110303,Yes,Yes-once,Work to earn,Low,Never,Once,6.060000788635829,1 activity,1
WEWE,Rural,Public,Both,Male,6.250225985379917,P5,2,0.02349075908890441,27.84425459561905,-38.54614626728261,6.585900289008951,4.111557112904741,-17.93844212426456,-18.330336796795475,51.11695207010435,12.353410662790498,1,No,More than 1 hour,Walk,No,JHS,No paid work,0,0,No textbooks,Less than 1 hr,2.900401639356051,-0.37055931949976895,-0.7469499051642052,-1.4809860215824826,Yes,Yes-more than once,Safety on way,Low,Never,More than 3 times,0.7020094081620786,1 activity,1
KNU_JHS,Peri-urban,Public,Both,Female,9.073950204629236,JHS1,0.2,79.40018143777476,85.08203873153191,-6.388582034085671,35.838493832546064,41.42531082323145,43.12327567798813,46.3370002164373,37.50325369169049,40.53274272847343,0,Yes,More than 1 hour,Walk,Yes,SHS,Farming/fishing,3,1,No-borrow/share,Less than 1 hr,2.532159456538699,3.4431826402630135,4.176825728213118,4.810089628210524,Yes,Yes-more than once,Work to earn,Low,Sometimes,Once,3.8180987172397294,1 activity,1
WEWE,Peri-urban,Public,Both,Female,4.4314321762921125,P4,2,62.83118643879564,20.10448950379505,58.79745038624339,69.28211649602001,56.83128594082571,6.238271642953638,30.398788621280282,34.01796851594763,18.21738416627136,-1,No,15-30 min,Walk,Yes,JHS,Skilled trade,1,0,No-borrow/share,Less than 1 hr,2.962778339492322,2.6764740141925847,1.1079282650012399,4.291018851996156,Yes,Yes-more than once,Help at home,Low,Rarely,More than 3 times,0.8382051531212976,1 activity,1
SHI,Peri-urban,Private,Both,Male,11.489248429337007,JHS1,0,76.87972687193385,73.27899184042411,74.3969325089055,93.45059927861793,85.0629097074053,73.79646269145205,47.15303205573889,27.325908731182942,69.81732120137596,0,No,Less than 15 min,Walk,Yes,SHS,Skilled trade,4.3,1,Yes-some subjects,1-2 hrs,2.2798463045960973,8.114149037789238,5.830312104691705,2.698518559015976,Yes,No,Work to earn,Medium,Often,Once,3.6447236854908396,1 activity,1
WEWE,Rural,Public,Both,Female,3.428982442726155,P4,2,20.887273531506544,19.76410133339869,-7.804816176542852,44.030824589922084,5.01978962728144,-22.324347845644112,22.76738838609098,59.74779917791107,9.356872771222363,1,No,More than 1 hour,Walk,No,JHS,No paid work,9,0,No-borrow/share,Less than 1 hr,3.059870021669519,0.34499536393351926,-0.26944737255792806,0.34999817209390405,Yes,Yes-more than once,Safety on way,Low,Rarely,More than 3 times,0.143665416778465,1 activity,1
WEWE,Rural,Public,Both,Female,11.738863365325999,P5,2,22.74544427573037,35.8296364634429,-10.641552154735662,32.87007726926075,31.178742538036083,-3.9735388155691354,45.740697927386535,36.49287562870217,23.464300325817465,1,No,Less than 15 min,Walk,No,Primary,Farming/fishing,2.2,1,No textbooks,Less than 1 hr,3.261228760295627,-1.4980319968965525,1.2854069312134513,4.705224837350648,Yes,y,Work to earn,Low,Sometimes,Once,2.0336663977111207,2 activities,1
WEWE,Rural,Public,Both,Female,6.372215630968512,P4,1,6.742592113500047,64.39001062844612,-5.5706480240295235,32.39868082779533,-3.7426305696996067,-8.420927946203633,44.78039561109241,69.84853796772376,16.671449089331617,1,No,More than 1 hour,Walk,No,JHS,No paid work,1.7,0,No textbooks,Less than 1 hr,2.955609298793043,4.362688899405718,0.10788919013762754,3.6243883079631156,Yes,Yes-more than once,Nothing-come regularly,Medium,Rarely,Never,0.8548735735190708,1 activity,1
AYED_RC,Peri-urban,Public,Both,Female,13.764567779500974,JHS1,2,76.84929041155534,69.42510274787024,53.22752942392714,64.14567148139443,84.70318477075537,49.19170337506337,54.318986679155074,57.779048954854915,67.2249111096991,0,No,Less than 15 min,Walk,No,JHS,Farming/fishing,4.3,1,Yes-some subjects,Less than 1 hr,3.2384813018932515,7.780368063298756,4.660667609816867,4.187371662132516,Yes,Yes-once,Work to earn,Medium,Never,Once,6.4036598661168,2 activities,1
WEWE,Rural,Public,Both,Male,4.175774881051286,JHS1,4+,14.987982048458523,21.67484031914171,-19.350726247810904,21.10064960056225,43.58162926377966,40.69866739963524,34.44503380968797,53.55252201402956,39.379751394514656,1,No,Less than 15 min,Walk,Yes,JHS,Farming/fishing,1,0,Yes-some subjects,Less than 1 hr,2.187831203957694,3.4903305132119677,4.297783511902776,-0.595870238200944,Yes,Yes-more than once,Work to earn,Low,Never,Never,1.3534322348240135,2 activities,1
WEWE,Rural,Public,Both,Female,11.623934920920718,P6,0.2,79.23615746014896,53.332269034250785,71.42671950553651,87.27947416315456,62.355201433405355,75.97836353937367,68.65120350202179,58.03943253240512,51.23958451083731,0,No,Less than 15 min,Walk,No,JHS,No paid work,4.3,1,Yes-some subjects,1-2 hrs,1.9534236751483078,6.788506659729734,3.6992368984405535,3.464059644550308,Yes,y,Work to earn,Low,Often,Once,1.9143905605346347,2 activities,1
