school_code,geographic_zone,school_type,data_source,gender,age_at_start_of_academic_year,class_level,grade_repetition_count,term_1_attendance,term_2_attendance,term_3_attendance,average_attendance,english_exam_score,math_exam_score,science_exam_score,social_studies_exam_score,average_exam_score,school_feeding_status,leap_beneficiary_status,travel_time_to_school,mode_of_transport_to_school,govt_support,parent_guardian_education_level,parent_guardian_occupation,no_of_siblings_in_school,home_has_electricity,own_textbooks,daily_study_hours_at_home,safety_at_home,safety_at_school,teacher_support_rating,school_enjoyment,missed_school_for_choreswork,missed_school_due_to_illness,barriers_to_regular_attendance,family_income_level,parent_attends_school_events,behaviour_warnings_punishments,class_participation,extracurricular_activities,dropout_label
KNU_JHS,Peri-urban,Public,Both,Male,7.941381309689641,P5,0.2,79.52921325716892,98.04479562237684,70.80558208281609,93.21302094646309,98.85396219346549,40.4704294172911,60.76344329257159,77.34762210549937,53.24244484979421,0,No,Less than 15 min,Car/trotro/bus,Yes,Tertiary,Employed,3,1,"Yes , for all subjects",1-2 hrs,3.97106346365458,5.6855295777895485,5.172996755110868,4.860593526055327,Yes,Yes-once,Help at home,Medium,Always,Never,5.2928252169800425,1 activity,0
AYED_RC,Rural,Public,Questionnaire,Male,12.641078970077396,P4,0,77.68201674095407,86.94986761395896,89.45808143197526,89.04693043567018,69.25730942849226,38.87615709619109,49.09495171883439,36.37601025014864,69.100338766493,0,Unknown,Less than 15 min,Car/trotro/bus,Yes,Tertiary,Skilled trade,3.7,1,Yes-some subjects,1-2 hrs,3.1091591491627195,5.607488913051117,5.237336035849718,3.6192469063412767,No,"Yes, more than once",Nothing-come regularly,Medium,Often,2-3 times,4.184282535733228,2 activities,0
WEWE,Rural,Public,Questionnaire,Male,6.939920173242168,JHS2,0.2,85.14078715111245,100.44450539618144,91.20369685258275,32.24284136647633,55.011063588413194,33.54698007734741,50.65452351531099,37.10763110978364,75.59209078702746,0,Yes,15-30 min,Car/trotro/bus,No,Tertiary,Employed,1,0,Yes-all subjects,1-2 hrs,4.7084877348670995,3.9344309086698446,2.9993074134392894,4.627133809518024,Yes,"Yes, more than once",Long distance/transport,Medium,Always,Never,2.392857723944258,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Male,12.653751000087984,JHS1,0,93.66845673694489,83.96398151090182,4.0740639991134575,96.76473679964143,57.12059592743516,34.68454870701484,39.77709916235927,68.58176821021466,46.816813016206886,0,No,30-60 min,Car/trotro/bus,Yes,SHS,Employed,4,1,Yes-some subjects,1-2 hrs,3.049928009394461,5.673328772164124,5.072686927175116,4.489677763068434,No,Yes-once,Long distance/transport,High,Always,Never,5.070713311123789,1 activity,0
SHI,Rural,Public,Both,Male,7.212487889531797,JHS2,0.1,82.39586477199036,86.3795252862336,-38.24347657757786,92.90437481176825,99.4401078300957,71.35595889252801,63.806510674209264,52.314765628685024,67.3279432818876,1,No,More than 1 hour,Walk,No,JHS,Trading/market,3,1,Yes-some subjects,1-2 hrs,5.112995475905911,5.3977304691640775,3.08393565474793,4.899396617501782,No,"Yes, once",Nothing-come regularly,Low,Never,Once,3.5080616193572736,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Male,12.139454570977957,P5,0.9,77.16425364721448,106.07211265449837,18.66863634087639,72.73645233483997,82.40520824863438,79.3597417385189,98.59169170461041,50.6030945600324,66.81064138059486,0,Yes,Less than 15 min,Walk,Yes,SHS,Trading/market,1,1,No-borrow/share,More than 2 hrs,5.3849595080758,3.5069333561676146,4.645089655461973,3.7378113602442014,No,No,Nothing-come regularly,High,Sometimes,Never,2.47868750933305,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Male,11.129531179188714,JHS2,0,68.89928057906707,70.6775448808309,72.93405574144293,92.3793433094054,64.96749262731224,78.11385660314085,44.40129601563808,54.139316682233286,65.60406850721401,1,No,Less than 15 min,Car/trotro/bus,No,JHS,Trading/market,2,1,Yes-all subjects,1-2 hrs,3.9473705405276673,5.536141340651125,3.9477103597128984,3.7523712316635347,Yes,No,Help at home,High,Sometimes,Never,2.583699330263306,1 activity,0
KNU_JHS,Rural,Public,Both,Male,13.214935776834016,JHS2,0,80.05493020955979,92.66197920809459,87.29781784415792,80.0988490029305,62.98051304492713,54.58551696802062,37.623679463896536,52.37260366746541,57.75547746806389,0,Unknown,Less than 15 minutes,Walk,No,Tertiary,No paid work,Not collected,1,No-borrow/share,1-2 hrs,5.2331940845604965,3.7091651144350335,2.1482334048346954,4.95913436508697,Yes,No,Help at home,Medium,Always,2-3 times,4.165030833681848,1 activity,0
WEWE,Peri-urban,Private,Both,Male,14.581716695840148,JHS2,0,86.9818928297018,84.6611164829888,74.20605498000334,75.12865075858566,102.16308455611778,57.69447482436075,90.06809302190057,41.12409300170093,47.93806801892876,0,No,More than 1 hour,Car/trotro/bus,Yes,Tertiary,Employed,2,1,No-borrow/share,More than 2 hrs,5.41130771065411,5.628123609666728,3.156527467269867,1.7221458146267057,Yes,No,Health problems,Medium,Never,Never,5.402036278115231,2 activities,0
SHI,Peri-urban,Public,Both,Male,10.977502612172147,JHS2,0,94.85742735931723,86.53166510794597,86.96666799522009,82.94300843892123,68.86785029072809,43.36240508664265,62.62464524641459,29.945070801219522,58.28122105218514,0,Yes,30-60 min,Walk,Yes,SHS,Trading/market,2,1,Yes-some subjects,1-2 hrs,2.314392651621605,3.516393399876731,1.4383377377187747,2.9539772248339906,Yes,"Yes, once",Nothing-come regularly,Medium,Often,Once,3.704642775517398,1 activity,0
AYED_RC,Rural,Public,Both,Male,14.97234964537816,JHS1,0,81.70590576524744,78.73601652462521,71.50043892058407,93.99116462164945,85.29454892917765,51.06399596583664,56.8483718043773,57.29594814648984,59.432436196217914,1,No,Less than 15 min,Car/trotro/bus,Yes,Tertiary,Skilled trade,2,1,Yes-some subjects,More than 2 hrs,3.1163127944018334,5.513143702845811,1.5553783136013073,4.064336223947566,Yes,No,Nothing-come regularly,Medium,Sometimes,Never,3.2293654111747347,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,9.268188396670684,JHS2,0,73.92405729047091,103.92866204749824,81.24900695486836,74.61845548867548,61.640011619301916,61.705831896769865,64.30271986604816,61.005578613184504,74.68430640088626,0,No,15-30 min,Car/trotro/bus,No,Tertiary,No paid work,4,1,Yes-some subjects,1-2 hrs,4.329326107482982,5.647874064506009,3.869340100984123,5.1105735854670735,No,Yes-more than once,Nothing-come regularly,Medium,Always,Never,2.9179867176325,2 activities,0
KNU_JHS,Rural,Public,Both,Male,12.271749859736126,P6,1,66.39711147457075,94.98580318958716,76.80563051963803,94.84215987337438,69.60156274280683,40.14827491902715,60.55324834178239,69.50927681668749,71.76164664900983,0,Yes,15-30 min,Car/trotro/bus,Yes,Primary,Trading/market,4,1,Yes-all subjects,Less than 1 hr,5.214424109695603,3.5443091132213986,4.343334056069434,4.065368118075694,Yes,Yes-more than once,Nothing-come regularly,Medium,Always,Once,3.172048719502177,2 activities,0
WEWE,Peri-urban,Public,Both,Male,11.786989561534462,JHS1,0,69.66179855820943,90.67447175486816,67.08476370687063,88.76366985543511,96.72956975297639,48.321390790179045,69.06588737091992,67.29938006897551,52.75164889980553,1,No,Less than 15 min,Car/trotro/bus,No,SHS,Employed,2,0,"Yes , for all subjects",Less than 1 hr,4.612191154135178,4.391727920910351,3.1291708231670836,4.7997429535805205,No,Yes-once,Nothing-come regularly,Medium,Often,Once,3.5431732105427116,2 activities,0
WEWE,Peri-urban,Public,Both,Male,10.74827210560491,JHS2,0,81.11142704565682,67.73960478377532,82.83093368157175,74.236243310305,50.9036964767031,73.53327682296064,57.83554351013023,60.16688652989405,69.82528126851673,0,No,15-30 min,Car/trotro/bus,Don't know,Tertiary,Employed,3,1,Yes-some subjects,1-2 hrs,5.564668655481149,3.515106416338524,4.389540411843454,5.358404617097222,Yes,"Yes, more than once",Long distance/transport,High,Always,Once,2.7639140386840593,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,13.515454974442642,P4,0,79.21643496100477,71.17089044951675,80.45408811830266,82.86058525216936,79.41065790584967,63.75015526178615,66.96163278124901,24.94062260754322,57.94712322716937,0,No,30-60 min,Car/trotro/bus,No,SHS,Trading/market,1.9,1,Yes-some subjects,1-2 hrs,5.196083075753263,2.94202891772185,4.961973620326379,4.5488918657242445,No,No,Work to earn,High,Sometimes,Once,4.082178186456075,1 activity,0
AYED_RC,Rural,Public,Both,Female,11.22040568530795,JHS1,0,90.87398407246529,95.87050663511864,79.8751579766595,80.93879236638173,49.97460317255966,45.34948657277674,85.38015170440775,55.400962291510695,54.99764379410052,0,No,15-30 min,Walk,Yes,Tertiary,Employed,9,1,Yes-all subjects,More than 2 hrs,4.180291725948569,2.383926027849488,3.952722622838908,4.945430874154184,Yes,"Yes, once",Help at home,Medium,Often,Once,5.598799016718511,1 activity,0
WEWE,Rural,Public,Both,Female,13.123992443343584,JHS2,1,85.82264312582303,71.69568639568148,70.40447396542693,72.024066588351,70.16510959579041,49.50610955765669,42.964367418879704,37.68689423035535,54.58234915772509,0,No,More than 1 hour,Car/trotro/bus,No,SHS,Employed,2,1,No-borrow/share,1-2 hrs,4.107631574572818,5.350481974862456,3.0903601434149275,4.801133687985739,Yes,Yes-once,Nothing-come regularly,Medium,Never,Never,2.8821472073481873,2 activities,0
WEWE,Rural,Public,Both,Male,10.89399308555262,P6,0,85.9005001230665,93.92624034670249,80.93550735948686,81.03312063173608,95.98312054338898,33.94387311466771,35.52848516884444,24.472728406632637,59.08277460555951,0,Unknown,15-30 min,Car/trotro/bus,Yes,SHS,Employed,3,1,Yes-some subjects,1-2 hrs,4.016227734676857,5.132920983681428,2.935623150627268,4.187377101237917,No,No,Nothing-come regularly,Medium,Rarely,More than 3 times,1.95013153859531,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,11.46049900628061,P4,0,73.41777156554214,90.32250730204696,77.86029754659266,91.93980300078735,48.67221483608768,56.403460612878874,54.94968358822353,41.57065394442172,50.954919709581105,1,No,Less than 15 min,Car/trotro/bus,No,Tertiary,Farming/fishing,1,0,Yes-some subjects,Less than 1 hr,1.7746124194766415,3.223045424447764,3.976730156896116,2.4649174823906024,No,Yes-once,Work to earn,High,Sometimes,Never,3.000107663609588,2 activities,0
WEWE,Rural,Public,Both,Male,11.586206580176864,P5,0,65.24413743631281,91.28967641671912,82.54191164710214,70.82634367676346,70.17442397078997,86.93564262319099,79.4946342727364,66.99253081414031,76.90144038913965,0,No,30-60 min,Car/trotro/bus,Yes,SHS,Employed,2,0,Yes-some subjects,Less than 1 hr,2.041142159338814,5.461992288925146,3.3900515014058943,2.724957115930597,Yes,No,Work to earn,Medium,Sometimes,Never,2.746791356738086,2 activities,0
KNU_JHS,Rural,Public,Both,Male,14.365246786815783,JHS2,0,78.69868920735183,79.37363836178925,89.02267181756045,82.01266921765145,53.04575471113045,89.52319270703983,67.64073534410859,79.73548808683003,58.46833641805435,1,No,Less than 15 min,Car/trotro/bus,No,JHS,Employed,3,1,Yes-some subjects,1-2 hrs,4.246765175884177,5.593726632485057,4.066285736763362,4.053031503156223,Yes,No,Nothing-come regularly,Medium,Always,Once,2.641625921142211,1 activity,0
SHI,Rural,Public,Both,Male,10.176922911217426,JHS2,0,92.2204832823443,89.05095826327188,69.09165469339315,80.18943983500685,61.5272335272181,70.42999095417093,51.369478151377095,27.561994117196953,70.50141462338182,0,No,Less than 15 min,Car/trotro/bus,Yes,JHS,Skilled trade,1,1,No-borrow/share,Less than 1 hr,3.8969705983226075,5.61013935844709,3.278726845963752,5.080931983679433,No,"Yes, more than once",Nothing-come regularly,Medium,Always,More than 3 times,3.327398917266542,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Female,11.199126376503441,P5,0.1,87.4636567298898,83.05113470197435,86.01761456383494,94.1921516249212,55.74362180175269,8.051324176283465,68.14897447466416,56.948214634951505,59.08019333381442,0,No,More than 1 hour,Car/trotro/bus,No,SHS,Farming/fishing,1.9,1,Yes-some subjects,1-2 hrs,5.279652309804283,2.7255466741599768,4.903936768626483,3.7913796013330483,Yes,No,Help at home,Don't know,Sometimes,Once,2.8607322077912083,1 activity,0
AYED_RC,Peri-urban,Private,Both,Female,9.165966766947216,JHS1,0,72.97670606173276,99.58701286557223,82.00987432205683,-2.632762742940109,85.66866159159868,91.93814912694317,51.9863740497088,31.868409783172623,64.38730047191605,1,No,More than 1 hour,Car/trotro/bus,Yes,JHS,Employed,4,1,Yes-all subjects,Less than 1 hr,4.208698507142371,5.133614630036989,3.1394505236491965,5.002660782837513,Yes,Yes-more than once,Work to earn,Medium,Always,Never,4.487889401572897,2 activities,0
SHI,Rural,Public,Both,Female,10.276169493149753,JHS2,2,78.97237619203293,85.86905035229222,85.63713608170181,67.05445325546968,71.97082925024446,82.52496833354205,52.627088341600654,31.347442773987712,64.31373501224404,1,Yes,Less than 15 min,Walk,Don't know,JHS,Employed,3,1,No-borrow/share,More than 2 hrs,5.369013899725554,5.435823496940504,4.274318926316835,3.8964078333539374,No,No,Work to earn,Medium,Always,Never,4.864105481058681,2 activities,0
WEWE,Peri-urban,Public,Questionnaire,Female,11.238606911203188,JHS2,0,76.88622073210341,92.7408978519967,58.81946472872131,80.8854439656108,48.35525634220144,69.96746756694594,65.85222046067258,38.705323185727366,69.24676471279591,0,No,Less than 15 min,Car/trotro/bus,No,Tertiary,Farming/fishing,2,1,Yes-some subjects,1-2 hrs,4.487373874728926,5.5853442493693395,2.7647060764643676,4.9329035316961765,Yes,No,Nothing-come regularly,Low,Sometimes,Once,5.222469792400586,2 activities,0
AYED_RC,Peri-urban,Public,Both,Female,8.069397137293908,JHS2,1,76.45324287225324,89.61910010327955,95.4745196220237,91.35528165681076,59.46193721564654,58.513983768881936,39.957738888462046,57.73301500531759,58.23867337114268,0,Yes,More than 1 hour,Walk,Don't know,JHS,Farming/fishing,0.8,1,Yes-some subjects,1-2 hrs,3.2322081184428857,5.641270447906146,3.133483677793257,5.126858022776848,No,No,Nothing-come regularly,Medium,Often,Never,2.8873548805256855,2 activities,0
KNU_JHS,Rural,Public,Both,Male,12.452728059489129,JHS1,0,68.73451093536431,85.49607344654268,85.13872913768625,77.57528273728302,90.23246598918398,77.36204411131305,69.53545678931735,59.52267286200815,62.87589750175065,1,No,Less than 15 minutes,Walk,Yes,Tertiary,Employed,3,0,Yes-some subjects,1-2 hrs,4.328549043974128,4.994225103118888,4.637199304998479,2.856640650985573,No,No,Work to earn,Medium,Rarely,Never,3.705921691331696,1 activity,0
SHI,Rural,Public,Both,Male,12.218129615999569,JHS2,1.3,82.45841754912547,80.50851789697856,90.52638043137559,70.64766243094238,51.171650636993675,59.28432061807737,62.37225583193055,51.84625525800395,57.9821583327147,1,No,15-30 min,Car/trotro/bus,Yes,SHS,Employed,5.2,1,Yes-all subjects,1-2 hrs,2.7637676433643303,4.817126786931459,5.364964046514072,2.897513448606429,No,No,Nothing-come regularly,Medium,Always,Never,5.438554577989588,1 activity,0
WEWE,Peri-urban,Public,Questionnaire,Male,12.568850343669503,JHS2,0,86.4585106204609,96.14423060561249,69.25696061445474,85.58625290271435,75.40485378261913,54.65530984425182,87.89238712936235,62.90352694160604,67.2924610825348,0,No,Less than 15 min,Walk,No,JHS,Farming/fishing,2,1,No-borrow/share,More than 2 hrs,5.374085648804401,3.4288569388226753,4.379872156237721,5.398852467228834,Yes,No,Nothing-come regularly,Medium,Always,Never,3.343115039842238,2 activities,0
KNU_JHS,Rural,Public,Both,Male,12.629527763952128,P5,0,81.63331501342257,94.3328837800601,72.45423353938746,93.82917318025181,54.97263006466493,44.32644774936264,62.09107367315443,27.44987951750543,63.83773434614213,0,No,Less than 15 min,Car/trotro/bus,No,SHS,Farming/fishing,2,0,Yes-all subjects,More than 2 hrs,3.19379974003536,5.2872726698930865,4.108809246178194,2.8533051973308847,No,Yes-once,Nothing-come regularly,Medium,Always,Once,4.596740392365947,2 activities,0
KNU_JHS,Peri-urban,Public,Both,Female,10.132022970180351,JHS2,0,75.6278786931813,80.04465753574885,73.1284569642211,82.89082498811827,99.9228661261453,72.31020240840232,48.63212960014596,74.52526888126017,66.94265916276345,0,No,Less than 15 min,Car/trotro/bus,Yes,SHS,Trading/market,2,1,Yes-all subjects,1-2 hrs,5.133586351764581,3.5016327263532117,3.173456452285332,4.028189114355017,Yes,"Yes, more than once",Long distance/transport,Medium,Often,Never,4.439468961440249,2 activities,0
SHI,Rural,Public,Both,Female,7.517489343765242,P5,0,90.51352193646545,88.61159718840572,93.06983319028964,89.04869618422973,65.73492139941361,39.8412053975006,75.33093053576304,69.25094208180944,69.42138704711998,1,Unknown,15-30 min,Car/trotro/bus,No,Tertiary,Farming/fishing,2,1,Yes-some subjects,1-2 hrs,4.2620253741808085,3.286276558547973,4.034502468866678,4.099111328668889,No,No,Safety on way,Medium,Sometimes,Never,3.0025660863531902,2 activities,1
KNU_JHS,Peri-urban,Public,Both,Male,8.424596462054925,JHS2,0,81.6529017199311,101.07196496773214,78.34210070633317,88.33026335104972,70.20326771256549,68.57751703466685,47.166250743190844,79.3703287073736,69.8076490436258,1,No,15-30 min,Car/trotro/bus,No,JHS,Employed,1,1,Yes-some subjects,More than 2 hrs,5.900616555285283,5.632522810215383,2.4611231376596794,5.066023303502034,No,No,Nothing-come regularly,High,Always,Never,3.337735281206262,1 activity,0
KNU_JHS,Rural,Public,Both,Female,11.766736400751086,JHS1,1.3,65.68533615405055,88.89689908475476,71.06805987323612,89.61619729624509,71.54544530656001,64.32445230014052,81.34951529005788,64.28424673115376,53.59826172275832,0,No,15-30 min,Car/trotro/bus,No,Don't know,Employed,4,0,Yes-some subjects,1-2 hrs,3.8424201740734145,5.130326501335155,4.800247734342154,2.7297144250176317,Yes,No,Nothing-come regularly,High,Always,Once,2.967507789940217,1 activity,0
WEWE,Peri-urban,Private,Both,Male,9.841240446083809,P4,0,74.46184711634312,71.62267463272477,82.75728818182527,40.89603590030558,88.34403343724136,89.8729531287691,65.11790599399217,85.60547039031962,59.06634470027318,0,No,30-60 min,Car/trotro/bus,No,SHS,Employed,1,1,Yes-some subjects,1-2 hrs,5.597757975482924,3.381977300270102,5.145029719198109,4.813456382501569,Yes,No,Health problems,Medium,Sometimes,Once,1.2016151911618596,2 activities,0
WEWE,Rural,Public,Both,Male,6.753910712782321,JHS1,0,80.03981465556454,67.51649844178404,64.6855879794283,73.22201035082989,92.6363559119652,85.07462028246019,52.44431749602669,31.551598163778856,82.29803882393483,1,No,Less than 15 min,Car/trotro/bus,No,JHS,Employed,2,1,No-borrow/share,Less than 1 hr,3.37572097136813,4.826556613151146,3.8582600588588596,5.006407228686081,Yes,No,Nothing-come regularly,High,Sometimes,Once,3.920018062451188,2 activities,0
WEWE,Peri-urban,Public,Both,Male,10.397151575090167,P4,0,70.23060265571051,89.32962683729178,85.68816569248952,78.77258041186843,85.22411368644065,76.08670346101383,71.54995199526594,36.88817437732476,81.0231390236755,0,No,Less than 15 min,Walk,Yes,SHS,Employed,4.9,1,Yes-all subjects,Less than 1 hr,4.131089865910779,5.318576359587319,3.8986536374398684,3.5655513680101394,Yes,Yes-once,Work to earn,Medium,Never,More than 3 times,2.5475416169439318,2 activities,1
KNU_JHS,Rural,Public,Both,Male,9.058493864052583,JHS2,0,84.43478238615843,65.2140028219735,73.72334409182109,95.57772776131172,80.88041152304736,68.34486493726334,71.15124142118358,55.4301434278412,64.97010254297534,0,No,15-30 min,Walk,Yes,SHS,Employed,5.9,1,Yes-all subjects,More than 2 hrs,4.08381865735264,5.512371782667464,5.025963691214597,5.1349363852612395,No,No,Health problems,Medium,Often,Never,5.38037276727899,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Female,14.037968455072,P4,0,77.11085176248567,82.50160024336327,87.94760850669897,85.02676878563612,67.01001399110316,67.26359877518608,87.8832715617909,28.74768620645644,63.3589191040242,0,Yes,Don't know,Car/trotro/bus,No,Tertiary,Trading/market,3,1,Yes-some subjects,1-2 hrs,3.8005750833932628,4.425187092056628,5.296677097351606,4.569426150162317,Yes,No,Nothing-come regularly,Medium,Sometimes,Never,3.0909603644631716,2 activities,0
WEWE,Peri-urban,Public,Both,Male,8.86189178671245,JHS2,0.1,73.46929314226527,101.69268453467569,74.03987070934183,66.6893089111313,55.8978060189545,66.53954608253,52.08002937863584,59.29630373615226,66.72692088936394,0,No,15-30 min,Walk,No,Tertiary,Skilled trade,2.8,1,Yes-all subjects,1-2 hrs,3.5464842745940084,5.391282167184788,2.9817928261824287,4.494219737307617,Yes,"Yes, more than once",Nothing-come regularly,Medium,Always,More than 3 times,4.3644737162607,1 activity,0
KNU_JHS,Rural,Public,Both,Female,14.768594421319502,JHS1,0,81.56634440245833,97.04000742398074,95.6093765543656,101.77863624680789,76.43493773224846,62.93390004956888,68.05877085553881,76.8973291244491,71.6117633213411,0,Unknown,Less than 15 min,Walk,Don't know,SHS,Skilled trade,3.7,0,"Yes , for some",More than 2 hrs,5.125402242713188,4.464763403005166,3.816491064130418,4.545710368554962,No,No,Nothing-come regularly,Medium,Sometimes,Never,4.216385829427124,1 activity,0
KNU_JHS,Peri-urban,Public,Both,Male,8.384794211588064,JHS2,1,82.06765663142065,100.1345204526184,72.26918670930998,67.98003818660958,30.944413528092426,65.25997052822994,77.41658751916363,34.67691861497252,63.40415629247906,0,No,Less than 15 min,Car/trotro/bus,Yes,Don't know,Farming/fishing,2,1,Yes-some subjects,Less than 1 hr,4.460635567816426,5.47986901105906,5.155161678411721,2.875346277703939,No ,No,Nothing-come regularly,Medium,Never,Never,4.841801063636027,2 activities,0
SHI,Peri-urban,Private,Both,Female,12.385145013451563,P4,0,82.15250775100078,97.27253949816802,20.384328811870603,88.57891347299305,59.13779091298709,52.510363104211784,74.32244599486665,33.352297057561785,65.08841780229918,0,No,15-30 min,Walk,No,Tertiary,Trading/market,23,1,Yes-some subjects,Less than 1 hr,5.096142748816222,5.266738616034906,5.574207867994108,4.574090408156957,No,No,Long distance/transport,Medium,Often,Never,4.240471371134888,2 activities,0
SHI,Peri-urban,Public,Both,Male,13.608476719488346,P4,2,71.09804961311036,77.9285640635584,90.68770063081256,71.16465831639057,71.49784795319205,53.18701004190077,71.36857325142357,58.56114401032677,79.33512228857104,1,No,15-30 min,Car/trotro/bus,Yes,SHS,Skilled trade,2,1,Yes-all subjects,Less than 1 hr,3.852443715792665,5.632404998166463,4.223902731694294,3.1887337195793193,Yes,Yes-once,Help at home,Medium,Sometimes,Once,2.636107678160211,1 activity,0
